channel_identifier,is_churned
CH05655,0
CH05656,0
CH05657,1
CH05658,0
CH05659,0
CH05660,0
CH05661,0
CH05662,1
CH05663,0
CH05664,0
CH05665,1
CH05666,0
CH05667,0
CH05668,0
CH05669,1
CH05670,0
CH05671,0
CH05672,0
CH05673,0
CH05674,0
CH05675,0
CH05676,0
CH05677,0
CH05678,1
CH05679,0
CH05680,1
CH05682,0
CH05683,0
CH05684,0
CH05685,0
CH05689,1
CH05691,0
CH05692,1
CH05693,0
CH05694,0
CH05695,0
CH05697,0
CH05699,0
CH05700,0
CH05701,0
CH05702,0
CH05703,0
CH05704,0
CH05705,0
CH05706,0
CH05707,0
CH05708,0
CH05709,0
CH05710,0
CH05711,0
CH05713,1
CH05714,0
CH05715,0
CH05716,0
CH05718,0
CH05719,0
CH05720,0
CH05721,0
CH05722,0
CH05726,0
CH05727,0
CH05728,0
CH05729,0
CH05731,0
CH05732,0
CH05733,0
CH05734,1
CH05735,0
CH05736,0
CH05737,0
CH05738,0
CH05739,1
CH05740,0
CH05741,0
CH05742,1
CH05744,0
CH05745,0
CH05746,1
CH05747,0
CH05748,0
CH05749,0
CH05753,0
CH05754,0
CH05755,0
CH05756,0
CH05757,0
CH05759,0
CH05760,0
CH05761,0
CH05762,0
CH05763,0
CH05764,1
CH05765,0
CH05767,0
CH05768,0
CH05769,0
CH05770,0
CH05772,0
CH05773,0
CH05774,1
CH05775,0
CH05776,0
CH05777,0
CH05778,0
CH05779,1
CH05780,0
CH05781,0
CH05783,1
CH05784,0
CH05785,0
CH05786,0
CH05787,0
CH05788,1
CH05789,0
CH05791,0
CH05792,0
CH05793,0
CH05794,0
CH05795,0
CH05796,1
CH05797,0
CH05798,0
CH05799,1
CH05800,0
CH05802,0
CH05803,0
CH05804,1
CH05805,1
CH05806,0
CH05807,0
CH05808,0
CH05809,0
CH05810,0
CH05811,0
CH05812,0
CH05813,0
CH05814,0
CH05815,0
CH05816,0
CH05817,0
CH05818,0
CH05819,0
CH05820,0
CH05821,1
CH05823,0
CH05824,1
CH05825,0
CH05826,0
CH05827,1
CH05829,0
CH05830,0
CH05831,0
CH05832,0
CH05833,0
CH05835,0
CH05836,1
CH05837,0
CH05838,0
CH05839,0
CH05840,1
CH05841,0
CH05842,0
CH05843,0
CH05844,0
CH05845,0
CH05846,0
CH05849,0
CH05851,0
CH05852,0
CH05853,0
CH05855,0
CH05856,0
CH05858,0
CH05859,0
CH05860,1
CH05861,0
CH05862,0
CH05864,1
CH05865,0
CH05866,1
CH05867,0
CH05868,0
CH05869,1
CH05871,0
CH05872,0
CH05873,0
CH05874,0
CH05875,1
CH05876,0
CH05879,1
CH05880,0
CH05881,0
CH05882,0
CH05883,0
CH05884,0
CH05885,0
CH05886,0
CH05888,0
CH05889,0
CH05891,0
CH05892,1
CH05893,0
CH05894,0
CH05896,0
CH05899,0
CH05900,1
CH05902,0
CH05904,1
CH05905,0
CH05906,0
CH05907,0
CH05908,1
CH05909,0
CH05911,0
CH05912,0
CH05913,0
CH05914,0
CH05915,0
CH05916,1
CH05917,0
CH05918,1
CH05919,0
CH05921,0
CH05922,0
CH05923,0
CH05924,1
CH05925,0
CH05926,0
CH05927,0
CH05928,1
CH05929,1
CH05930,0
CH05931,0
CH05932,0
CH05933,0
CH05934,0
CH05935,0
CH05936,1
CH05937,1
CH05938,0
CH05939,0
CH05940,0
CH05941,0
CH05942,0
CH05943,0
CH05945,0
CH05946,0
CH05947,0
CH05948,0
CH05949,0
CH05950,1
CH05951,0
CH05952,0
CH05953,0
CH05954,0
CH05955,1
CH05956,0
CH05957,0
CH05958,0
CH05959,0
CH05961,0
CH05962,1
CH05963,0
CH05964,0
CH05965,1
CH05966,1
CH05967,0
CH05968,0
CH05969,0
CH05970,0
CH05971,0
CH05972,0
CH05973,0
CH05974,0
CH05976,0
CH05977,0
CH05978,1
CH05979,0
CH05980,0
CH05981,0
CH05982,0
CH05983,0
CH05984,0
CH05985,0
CH05987,1
CH05988,0
CH05989,0
CH05990,0
CH05991,0
CH05992,0
CH05995,0
CH05996,0
CH05997,0
CH05998,1
CH05999,0
CH06000,0
CH06001,1
CH06002,0
CH06003,0
CH06005,0
CH06008,0
CH06009,0
CH06010,0
CH06012,0
CH06013,0
CH06015,0
CH06016,0
CH06017,1
CH06018,0
CH06019,0
CH06021,0
CH06022,0
CH06023,0
CH06024,0
CH06025,0
CH06027,0
CH06029,0
CH06030,0
CH06033,1
CH06034,0
CH06035,0
CH06036,0
CH06037,0
CH06038,0
CH06039,0
CH06040,0
CH06041,0
CH06042,1
CH06043,0
CH06044,0
CH06045,0
CH06047,0
CH06048,0
CH06049,0
CH06050,0
CH06051,0
CH06052,0
CH06053,0
CH06054,1
CH06055,0
CH06056,0
CH06057,0
CH06058,0
CH06059,0
CH06060,0
CH06061,1
CH06062,1
CH06064,0
CH06065,1
CH06068,0
CH06069,0
CH06070,0
CH06071,0
CH06072,0
CH06074,0
CH06075,0
CH06076,0
CH06077,0
CH06078,0
CH06079,0
CH06080,0
CH06081,0
CH06082,0
CH06083,0
CH06084,1
CH06085,0
CH06088,0
CH06089,0
CH06090,0
CH06091,0
CH06092,0
CH06093,0
CH06095,0
CH06096,0
CH06097,0
CH06098,0
CH06099,0
CH06100,0
CH06101,0
CH06102,1
CH06103,0
CH06104,0
CH06105,0
CH06106,0
CH06107,0
CH06109,0
CH06110,0
CH06111,0
CH06112,0
CH06113,0
CH06115,0
CH06116,0
CH06117,0
CH06118,0
CH06119,1
CH06120,0
CH06121,1
CH06122,0
CH06123,0
CH06125,0
CH06126,0
CH06130,0
CH06131,0
CH06132,0
CH06134,0
CH06135,0
CH06137,0
CH06139,0
CH06140,0
CH06141,0
CH06142,0
CH06143,0
CH06144,0
CH06145,0
CH06146,0
CH06147,0
CH06148,0
CH06149,0
CH06150,0
CH06151,1
CH06152,0
CH06153,0
CH06154,0
CH06155,0
CH06156,0
CH06158,0
CH06159,0
CH06160,0
CH06162,0
CH06163,1
CH06164,0
CH06165,0
CH06166,0
CH06167,0
CH06169,0
CH06171,0
CH06172,0
CH06173,0
CH06174,0
CH06175,0
CH06176,0
CH06177,0
CH06178,0
CH06179,0
CH06180,0
CH06181,0
CH06182,0
CH06183,0
CH06184,0
CH06185,0
CH06186,0
CH06188,0
CH06189,0
CH06190,1
CH06192,0
CH06193,0
CH06194,0
CH06195,1
CH06196,0
CH06197,0
CH06198,0
CH06199,0
CH06203,0
CH06204,0
CH06205,1
CH06206,1
CH06208,0
CH06209,0
CH06210,0
CH06211,0
CH06212,0
CH06213,0
CH06215,0
CH06216,0
CH06218,1
CH06219,0
CH06220,0
CH06221,0
CH06222,1
CH06223,0
CH06224,0
CH06225,1
CH06226,0
CH06227,0
CH06228,0
CH06229,0
CH06230,0
CH06231,0
CH06232,0
CH06233,0
CH06234,1
CH06235,1
CH06236,0
CH06237,0
CH06238,1
CH06239,0
CH06240,0
CH06242,0
CH06243,0
CH06245,1
CH06246,0
CH06247,1
CH06248,0
CH06249,0
CH06250,0
CH06251,0
CH06253,0
CH06254,0
CH06255,0
CH06256,0
CH06257,0
CH06258,0
CH06259,0
CH06260,0
CH06261,0
CH06262,0
CH06263,0
CH06265,0
CH06266,0
CH06267,0
CH06268,1
CH06269,0
CH06270,0
CH06272,0
CH06273,0
CH06274,0
CH06275,1
CH06277,0
CH06278,0
CH06279,0
CH06280,0
CH06281,0
CH06282,0
CH06283,0
CH06285,0
CH06286,1
CH06288,0
CH06289,0
CH06290,1
CH06291,0
CH06292,0
CH06293,0
CH06294,0
CH06295,0
CH06296,1
CH06298,0
CH06300,0
CH06301,0
CH06302,0
CH06303,0
CH06304,0
CH06305,0
CH06306,1
CH06307,1
CH06308,0
CH06309,0
CH06310,0
CH06312,0
CH06313,0
CH06314,0
CH06315,0
CH06316,0
CH06317,0
CH06318,0
CH06319,0
CH06320,0
CH06322,0
CH06323,0
CH06324,1
CH06325,0
CH06326,0
CH06327,0
CH06328,0
CH06330,0
CH06331,0
CH06332,0
CH06333,0
CH06334,0
CH06335,0
CH06336,0
CH06337,1
CH06338,0
CH06339,0
CH06341,0
CH06342,0
CH06343,0
CH06344,0
CH06345,1
CH06346,0
CH06348,0
CH06349,0
CH06350,0
CH06351,0
CH06352,0
CH06353,1
CH06354,0
CH06355,1
CH06356,0
CH06357,0
CH06358,0
CH06359,0
CH06360,1
CH06361,0
CH06362,0
CH06363,1
CH06364,1
CH06365,0
CH06366,0
CH06367,0
CH06368,0
CH06369,0
CH06370,0
CH06372,0
CH06373,0
CH06374,0
CH06375,0
CH06376,0
CH06377,0
CH06378,1
CH06379,0
CH06380,0
CH06381,0
CH06383,0
CH06384,0
CH06385,0
CH06386,0
CH06387,1
CH06388,0
CH06389,0
CH06392,0
CH06393,0
CH06394,1
CH06395,0
CH06396,1
CH06397,0
CH06398,0
CH06399,0
CH06401,0
CH06402,0
CH06403,0
CH06404,0
CH06405,0
CH06406,0
CH06407,0
CH06408,1
CH06409,1
CH06410,0
CH06411,0
CH06415,0
CH06416,1
CH06417,0
CH06418,0
CH06420,0
CH06421,0
CH06422,0
CH06423,0
CH06424,0
CH06428,0
CH06430,0
CH06431,0
CH06432,0
CH06433,1
CH06434,0
CH06435,0
CH06436,1
CH06437,0
CH06442,0
CH06443,0
CH06444,0
CH06445,0
CH06446,0
CH06447,0
CH06448,0
CH06449,0
CH06450,0
CH06451,0
CH06452,0
CH06453,1
CH06454,0
CH06455,0
CH06456,0
CH06457,1
CH06458,0
CH06459,0
CH06460,0
CH06461,0
CH06462,1
CH06463,0
CH06464,0
CH06466,0
CH06467,0
CH06468,0
CH06469,1
CH06471,0
CH06472,0
CH06474,0
CH06475,0
CH06477,0
CH06478,0
CH06479,0
CH06480,0
CH06481,0
CH06482,0
CH06483,0
CH06485,0
CH06486,0
CH06487,0
CH06488,0
CH06489,0
CH06490,0
CH06491,0
CH06493,0
CH06495,0
CH06496,1
CH06497,0
CH06500,0
CH06501,0
CH06502,1
CH06503,0
CH06504,0
CH06505,0
CH06507,0
CH06508,0
CH06513,0
CH06515,0
CH06516,0
CH06517,1
CH06519,0
CH06520,1
CH06521,0
CH06522,1
CH06523,0
CH06524,1
CH06525,0
CH06526,0
CH06528,0
CH06529,0
CH06530,0
CH06531,0
CH06532,0
CH06533,0
CH06534,0
CH06535,0
CH06536,0
CH06537,1
CH06539,0
CH06540,0
CH06541,1
CH06542,0
CH06544,1
CH06545,0
CH06546,0
CH06547,0
CH06548,0
CH06549,0
CH06550,0
CH06551,1
CH06552,0
CH06553,0
CH06555,0
CH06557,0
CH06559,0
CH06561,0
CH06563,0
CH06564,0
CH06565,0
CH06566,0
CH06568,0
CH06569,0
CH06570,0
CH06571,0
CH06573,1
CH06574,0
CH06575,0
CH06576,1
CH06577,0
CH06578,0
CH06579,0
CH06580,0
CH06581,0
CH06582,0
CH06583,0
CH06584,0
CH06586,0
CH06587,0
CH06588,0
CH06590,0
CH06591,0
CH06592,1
CH06594,0
CH06595,0
CH06597,0
CH06598,1
CH06599,0
CH06600,1
CH06601,1
CH06602,0
CH06603,1
CH06604,1
CH06605,0
CH06606,1
CH06607,0
CH06608,0
CH06609,0
CH06610,1
CH06611,0
CH06612,0
CH06614,0
CH06615,0
CH06616,0
CH06617,0
CH06618,0
CH06619,0
CH06620,0
CH06621,0
CH06622,0
CH06623,0
CH06624,0
CH06625,0
CH06626,0
CH06627,0
CH06628,0
CH06629,0
CH06630,0
CH06631,0
CH06632,0
CH06633,0
CH06634,0
CH06635,0
CH06636,0
CH06637,0
CH06638,0
CH06639,1
CH06640,0
CH06641,0
CH06642,0
CH06644,0
CH06645,0
CH06646,0
CH06647,0
CH06649,0
CH06650,0
CH06651,0
CH06652,0
CH06653,0
CH06654,0
CH06655,0
CH06657,0
CH06658,0
CH06659,0
CH06660,0
CH06662,0
CH06663,0
CH06664,0
CH06665,0
CH06668,0
CH06671,0
CH06672,0
CH06673,0
CH06674,0
CH06675,0
CH06676,0
CH06677,1
CH06678,0
CH06679,0
CH06681,0
CH06682,0
CH06683,0
CH06684,0
CH06685,0
CH06686,0
CH06688,0
CH06689,0
CH06690,0
CH06692,0
CH06693,0
CH06694,1
CH06695,0
CH06696,0
CH06697,0
CH06698,0
CH06699,0
CH06700,1
CH06701,0
CH06702,0
CH06703,0
CH06704,0
CH06705,1
CH06706,1
CH06707,0
CH06708,1
CH06709,0
CH06710,0
CH06711,0
CH06712,0
CH06713,0
CH06715,0
CH06716,0
CH06717,0
CH06718,0
CH06719,0
CH06720,0
CH06721,0
CH06723,0
CH06724,0
CH06725,1
CH06726,0
CH06727,0
CH06728,1
CH06730,1
CH06731,0
CH06732,0
CH06733,0
CH06734,0
CH06735,0
CH06737,0
CH06738,0
CH06739,0
CH06740,0
CH06741,0
CH06742,0
CH06743,0
CH06744,1
CH06745,0
CH06746,0
CH06747,0
CH06748,0
CH06749,0
CH06750,0
CH06751,0
CH06752,0
CH06753,0
CH06754,0
CH06756,0
CH06757,0
CH06759,0
CH06760,0
CH06761,0
CH06762,0
CH06763,1
CH06765,0
CH06766,1
CH06767,1
CH06768,0
CH06769,1
CH06770,0
CH06771,0
CH06772,0
CH06773,0
CH06774,1
CH06775,1
CH06776,0
CH06777,0
CH06778,0
CH06779,0
CH06780,0
CH06782,0
CH06783,0
CH06785,0
CH06786,0
CH06787,1
CH06788,0
CH06789,0
CH06790,0
CH06791,1
CH06792,0
CH06793,0
CH06794,0
CH06795,0
CH06796,0
CH06800,0
CH06802,0
CH06803,0
CH06804,1
CH06805,1
CH06806,0
CH06807,1
CH06808,0
CH06809,0
CH06810,0
CH06811,0
CH06812,0
CH06813,0
CH06814,1
CH06815,0
CH06816,0
CH06817,0
CH06818,0
CH06820,0
CH06821,0
CH06823,0
CH06824,0
CH06825,0
CH06827,0
CH06828,0
CH06829,1
CH06830,0
CH06831,0
CH06832,1
CH06834,1
CH06835,0
CH06836,0
CH06838,0
CH06839,0
CH06840,0
CH06841,0
CH06842,0
CH06843,1
CH06845,0
CH06846,0
CH06847,0
CH06848,0
CH06849,0
CH06850,0
CH06851,0
CH06852,0
CH06855,0
CH06857,0
CH06858,0
CH06859,0
CH06860,0
CH06862,0
CH06863,0
CH06864,0
CH06865,0
CH06866,0
CH06867,0
CH06868,0
CH06869,0
CH06870,0
CH06871,0
CH06872,0
CH06873,0
CH06874,0
CH06876,0
CH06877,0
CH06878,0
CH06879,0
CH06880,0
CH06881,0
CH06882,0
CH06883,0
CH06885,0
CH06887,0
CH06888,0
CH06889,0
CH06891,0
CH06893,0
CH06894,0
CH06895,0
CH06896,0
CH06898,0
CH06899,0
CH06900,0
CH06901,0
CH06902,0
CH06903,0
CH06904,0
CH06905,0
CH06906,0
CH06907,0
CH06908,0
CH06909,1
CH06910,0
CH06911,0
CH06912,0
CH06913,0
CH06914,0
CH06915,0
CH06916,0
CH06917,1
CH06919,0
CH06920,0
CH06922,1
CH06923,0
CH06924,0
CH06925,0
CH06926,0
CH06927,0
CH06928,1
CH06929,0
CH06930,0
CH06931,0
CH06933,0
CH06937,0
CH06938,0
CH06939,0
CH06940,0
CH06941,0
CH06942,0
CH06943,0
CH06944,0
CH06945,0
CH06946,0
CH06947,1
CH06948,0
CH06949,0
CH06950,0
CH06951,0
CH06952,0
CH06953,1
CH06957,0
CH06958,0
CH06959,0
CH06960,0
CH06961,0
CH06962,0
CH06965,1
CH06966,0
CH06967,0
CH06969,0
CH06970,0
CH06971,0
CH06972,1
CH06973,0
CH06974,0
CH06975,0
CH06976,0
CH06977,0
CH06978,0
CH06979,0
CH06980,0
CH06981,0
CH06982,0
CH06983,0
CH06984,0
CH06985,0
CH06986,0
CH06987,0
CH06988,0
CH06989,0
CH06991,0
CH06992,0
CH06993,0
CH06996,0
CH06997,0
CH06998,1
CH06999,0
CH07000,0
CH07001,0
CH07002,0
CH07003,1
CH07004,1
CH07005,0
CH07006,0
CH07007,1
CH07008,0
CH07009,0
CH07010,0
CH07011,0
CH07012,1
CH07013,0
CH07014,0
CH07015,0
CH07016,0
CH07017,0
CH07018,1
CH07020,0
CH07022,0
CH07023,0
CH07025,0
CH07026,0
CH07027,1
CH07029,1
CH07030,0
CH07031,0
CH07032,0
CH07033,0
CH07034,0
CH07035,0
CH07036,1
CH07037,0
CH07038,0
CH07039,0
CH07040,0
CH07041,0
CH07042,0
CH07043,1
CH07044,0
CH07045,0
CH07046,0
CH07047,0
CH07048,0
CH07049,0
CH07051,0
CH07052,0
CH07054,0
CH07057,0
CH07058,0
CH07060,0
CH07061,0
CH07062,0
CH07063,0
CH07064,1
CH07065,0
CH07066,0
CH07068,0
CH07069,0
CH07072,0
CH07073,0
CH07074,0
CH07075,0
CH07076,0
CH07077,1
CH07078,0
CH07080,0
CH07081,0
CH07082,0
CH07085,0
CH07086,0
CH07087,0
CH07088,0
CH07089,0
CH07090,0
CH07091,0
CH07092,0
CH07094,0
CH07095,0
CH07096,1
CH07097,0
CH07098,0
CH07100,1
CH07101,0
CH07102,1
CH07104,0
CH07105,0
CH07106,0
CH07107,0
CH07108,1
CH07109,0
CH07111,0
CH07112,1
CH07113,0
CH07114,1
CH07116,0
CH07119,0
CH07120,0
CH07124,0
CH07125,0
CH07126,0
CH07127,1
CH07128,0
CH07131,0
CH07133,1
CH07134,0
CH07135,0
CH07136,0
CH07138,0
CH07139,0
CH07141,0
CH07142,1
CH07145,0
CH07146,0
CH07147,0
CH07148,0
CH07149,0
CH07150,0
CH07151,0
CH07152,0
CH07153,0
CH07154,0
CH07155,0
CH07156,0
CH07157,0
CH07158,0
CH07159,0
CH07161,0
CH07162,0
CH07163,0
CH07164,0
CH07165,1
CH07166,0
CH07168,0
CH07169,0
CH07170,0
CH07171,1
CH07172,0
CH07173,0
CH07174,0
CH07175,0
CH07176,0
CH07178,0
CH07179,0
CH07180,0
CH07183,0
CH07184,0
CH07185,0
CH07186,1
CH07187,0
CH07188,0
CH07189,0
CH07190,0
CH07191,0
CH07192,0
CH07193,0
CH07194,1
CH07195,0
CH07196,0
CH07198,0
CH07199,0
CH07200,0
CH07202,0
CH07204,0
CH07205,1
CH07206,1
CH07207,1
CH07210,0
CH07211,0
CH07212,0
CH07213,0
CH07214,0
CH07216,0
CH07217,1
CH07218,0
CH07219,0
CH07220,0
CH07221,0
CH07223,1
CH07224,0
CH07225,0
CH07226,0
CH07227,0
CH07228,0
CH07229,0
CH07230,0
CH07231,0
CH07232,0
CH07234,0
CH07235,0
CH07236,1
CH07237,0
CH07239,1
CH07241,0
CH07242,0
CH07243,0
