channel_id,title,actual_label,prob_lr,prob_rf,prob_xgb,stagnation_prob
UCoQU5wtIxq0QGh80NHky82g,야생인 김만덕,1,0.914,0.984,1.0,0.966
UCC7CrJilMc-MIaAeEqjO-Lg,수린 suzlnne,1,0.916,0.981,1.0,0.966
UCToZRVcmjQtWO_F3_-SEszw,부라도커플 Burado_couple,1,0.926,0.971,1.0,0.966
UCKFakQUa9S6TXO15xjYA1Eg,거의없다,1,0.916,0.981,1.0,0.966
UCyeyPb7Tq6olpumJAsw0Xow,Pianoheart,1,0.936,0.961,1.0,0.966
UC117YBQAv8PiIjKTO9QX2Tg,멸치 myeolchi,1,0.965,0.931,1.0,0.965
UCINRJxfiq8pXfQm1EucWFfw,하승진 HASEUNGJIN,1,0.977,0.919,1.0,0.965
UC-KafR_WOgyxLK_2FBsP8-w,황룡갑,1,0.916,0.98,1.0,0.965
UC0z8bddfRBRBmEC-AjI6UXw,지컨,1,0.932,0.963,1.0,0.965
UCRhB-qQjcTHDwCw1yEWJYgA,송터럭과 삼수니,1,0.923,0.971,1.0,0.965
UCjBHOXRkyy6naBXceYj0sMA,짝쿵TV,1,0.927,0.967,1.0,0.965
UC71uyaLVBWqmW5oAn1YamIA,영평티비 YPTV,1,0.91,0.984,1.0,0.965
UCdK23vzK74N6SzL9VIKR3MQ,소피아패밀리(Sophia family),1,0.91,0.984,1.0,0.965
UCXxT09XuuafAUg4VGkdjV7g,VANN 바나뚜레,1,0.987,0.907,1.0,0.965
UCzYO8qujWuc14LAaEtpidIA,박가을,1,0.918,0.976,1.0,0.965
UCoMlNLMvg9Nb-6ddzXAjY-A,혜찌Hyezzi,1,0.915,0.979,1.0,0.965
UC26M8buvjR-X0L0cRifPmLA,HAMBUCK 햄벅,1,0.91,0.983,1.0,0.964
UCU9_ebZ3cHzknWeL9TwOr6A,램찌툰,1,0.91,0.982,1.0,0.964
UCoao5nXSM-Q66cfyG0e6_Og,강정호_King Kang,1,0.95,0.942,1.0,0.964
UCS1bJuQ8_1KXC86RhPvJexw,쥬니 Juney,1,0.94,0.951,1.0,0.964
UClSxH8KQdfytf2raNAByMiA,Troom Troom Kr,1,0.921,0.97,1.0,0.964
UCIJAuSf8iqdtp8Wa1E0exMg,랑쯔,1,0.947,0.944,1.0,0.964
UCXjOFPPXnUggIvpAD9c2EfQ,억섭호,1,0.934,0.956,1.0,0.963
UCORzNUvBtd0j_wraSf88Y4w,클래시 오브 클랜,1,0.925,0.965,1.0,0.963
UC_eeSpMBz8PG4ssdBPnP07g,네네코 마시로 NENEKO MASHIRO,1,0.904,0.985,1.0,0.963
UCBmYnmnks3mOqRkgmm_frBA,연우,1,0.906,0.984,1.0,0.963
UCpnrai4Ew3EoQuxfxf_8lfQ,LUXXTV,1,0.919,0.97,1.0,0.963
UCdpbqw5DPdBfaeByMF2Re0g,UPSub없섭,1,0.903,0.986,1.0,0.963
UC6lAh2xWuzUEbFG3JdcgBAQ,바다 다큐,1,0.97,0.918,1.0,0.963
UCFt6SlUqvKDCwva8nzTBXUQ,MariAndGames,1,0.917,0.97,1.0,0.962
UCs0dIu9USYQnSyPcekI8Y6A,혜인 HEYNEE,1,0.934,0.953,1.0,0.962
UCnnt-d-DDgO4_9tL-icCjMQ,규진,1,0.918,0.969,1.0,0.962
UCOzhy2XI4hJgyZtisS15YQw,양대산맥,1,0.901,0.986,1.0,0.962
UCtwxuughKbSAV0e4bnz4ORg,홍시네마 𝘏𝘰𝘯𝘨𝘊𝘪𝘯𝘦𝘮𝘢,1,0.916,0.971,1.0,0.962
UCU1dlpByUcGnVxlpaZglbVQ,폴킴 Paul Kim Official,1,0.919,0.968,1.0,0.962
UCFpfKdO4MMSc9ZoMjk2Tikg,ENA K-POP,1,0.929,0.957,1.0,0.962
UCAe9JVK4V_Tho9zn_gPQzuA,우리엄마밥상,1,0.921,0.965,1.0,0.962
UCBjvBJgIp3NGkrTBEfWBUVw,카카오,1,1.0,0.886,1.0,0.962
UCXXlcPH1stsP3VwYG90s4wg,밀라논나 Milanonna,1,0.91,0.975,1.0,0.962
UC8GVX05oeuw4vTWve7QYULw,가든의 세계여행,1,0.909,0.976,1.0,0.962
UCXyga31pA_sA5mbl9m5fOOg,살다보면,1,0.906,0.979,1.0,0.962
UCUEbMnl7U4rLoMopD2bqT3Q,SEOUL MUSIC / 서울뮤직,1,0.944,0.941,1.0,0.962
UCFW9yODosz3HEn_ArLC3gYA,예그맨,1,0.899,0.986,1.0,0.961
UCOY-Sq9np2LHJN7zLqX9nMw,애니살롱 ANISALON,1,0.997,0.886,1.0,0.961
UCKpoY3THgVvKGsEmD3BdspA,은별,1,0.916,0.967,1.0,0.961
UCr7cxePaG7vmHxCq7cTd-6g,Reynah,1,0.929,0.954,1.0,0.961
UCZTPmBCj8BLhn0DpzGaz4gA,버거형,1,0.908,0.974,1.0,0.961
UCYieht3paO1nFDXim5KZnbg,김지영,1,0.901,0.981,1.0,0.961
UC_gaUd0RTRlwyuAf-Tj9gPQ,카진성,1,0.902,0.981,1.0,0.961
UCRuP-M3sAeFeISCn3xAonaw,한조바디,1,0.92,0.962,1.0,0.961
UCwvuDW6OjHyAcQUms9X31dg,한나TV,1,0.939,0.943,1.0,0.961
UCDk4abvZVdywcJHKbCNnD7A,김범수 KIM BUM SOO,1,0.966,0.916,1.0,0.961
UC4lTOi1_KvQO4olu3403wIA,세탁설 setaksul,1,0.912,0.969,1.0,0.96
UCovVRKbRSpl6VaUbOYuvLAw,만리 manli,1,0.895,0.986,1.0,0.96
UCXWOlSe2GHTev8QZhY_gMPg,존리의 부자학교,1,0.913,0.968,1.0,0.96
UCNBfRyC9khKV79vL0srqqWA,장성규니버스 K-universe,1,0.916,0.964,1.0,0.96
UCDyc0_OWYXI1WcaMjijHrDA,피아노캣 [PianoCat],1,0.895,0.985,1.0,0.96
UCq69tzvGPKrnbdzrDJmu7BQ,겨울아빠 WinterPapa,1,0.95,0.929,1.0,0.96
UCObJpvG3_f0P3EuLJCjzT5g,빅페이스 BIGFACE,1,0.965,0.914,1.0,0.96
UCx_kYu6Wp1yxZP_KtrW52EQ,Brave Girls 브레이브걸스,1,0.901,0.978,1.0,0.96
UCxvX64o-lJ9m4Co9zm6druQ,예소리SSOL,1,0.915,0.963,1.0,0.959
UCQ7a83KJBE7w_txsT7VaJ8g,VICTON 빅톤,1,0.893,0.985,1.0,0.959
UC_0oo0GPlDUU88ubLDnJkSQ,UNDERkg,1,0.896,0.981,1.0,0.959
UCr5Kww9xqzPmSJTHyXl58YQ,Mrs macarons마카롱여사,1,0.894,0.983,1.0,0.959
UCrMrVPuEJHKY6H_iapB1B6A,카피추,1,0.911,0.965,1.0,0.959
UCZ6PY-sCOOb36H5F_S4Qr5g,Hwang Ponimator,1,0.896,0.98,1.0,0.959
UC7raW5CP8mG0VrtiD-w5tzA,밀짱,1,0.917,0.958,1.0,0.959
UCmP6N0_CMbMUYwQRaPoFyng,동동TV,1,0.916,0.959,1.0,0.959
UCnbQutaGtu6EOKYnwT35Etg,쉐리 SHERRY,1,0.917,0.957,1.0,0.958
UCQyxOz9CAWelhRbXYdKaWqA,스타뉴스 STARPLUS,1,0.982,0.891,1.0,0.958
UCyar0OYt0LoPzkkWcQAo6OA,젼언니 jeon_unni,1,0.89,0.983,1.0,0.958
UCPDiMzJdYb0Q-LxoP7W1j7g,김승배,1,0.905,0.968,1.0,0.958
UCRaEQm6yar7P7FeVpkL8xYg,맹피셜,1,0.892,0.981,1.0,0.958
UCisYbbOKLN32oQ-lLJcBabA,나강 NAkANG,1,0.955,0.917,1.0,0.957
UCQtSkfvKq209UVGGqWwNEDg,Popcorn & Coke Review,1,0.939,0.932,1.0,0.957
UCWjtCgsTFh5CDK9zFNP9ZDg,문찬2 MUNCHAN2,1,0.954,0.917,1.0,0.957
UC3Ax4Vmwbf7EMwBfjyjz7NA,하오TV,1,0.94,0.931,1.0,0.957
UCM-ZVV20fxcDvPxGFhU-waw,K-POP NOW,1,0.91,0.961,1.0,0.957
UCNeHPUKNUBmBMZy_rzHPzSw,류으미,1,0.893,0.978,1.0,0.957
UCQ9eDVhFn_jq7eTpjf21ouA,발__젭,1,0.892,0.978,1.0,0.957
UCDlQHmQQJvQoiTdrCQdg_nA,얼이와빵이 ALLBBANG,1,0.942,0.929,1.0,0.957
UCU-7SdeUYlujznoTRHDttew,123 GO! Korean Multi,1,0.911,0.959,1.0,0.957
UCEUbiu6PgxzmADJbmqk_Plg,지니어드벤쳐 GeniAdventure (공룡∙과학 Dinosaurs),1,0.905,0.965,1.0,0.957
UC1Ei9xWth3jnYypj161vBJA,건들건들,1,0.912,0.957,1.0,0.956
UCRZA4WlfUNWRUEW7oA81ZvQ,뚝지,1,0.888,0.981,1.0,0.956
UC4DgFN9dvM0DPXXvsS3FO-w,SHINE DANCE Kids 키즈댄스학원 샤인댄스,1,0.944,0.924,1.0,0.956
UCaNGiz6D2vHP7XLj9d5691A,홍구네,1,0.897,0.971,1.0,0.956
UCTamE9g1cVy7hz4Q1bE56cQ,"전, 효성입니다",1,0.899,0.968,1.0,0.956
UCJtAFDmVo5_9dnobfV-rl1g,올영TV,1,0.971,0.895,1.0,0.955
UCkGr7BCJ8plP-Jhy4kSfP8w,캠핑한끼CampingHankki,1,0.897,0.969,1.0,0.955
UCbqgVmgxLanKtuHcYSyYqkg,로즈하 ROSEHA,1,0.882,0.984,1.0,0.955
UC7rQKJyFokj_lvu9w64Myng,리틀월드 - 인기동요 어린이노래 - Little World,1,0.9,0.966,1.0,0.955
UCFhvPGzMa67wJTx_wiVIcSQ,춤추는곰돌,1,0.884,0.982,1.0,0.955
UC6H_3Rv-q8Z23jtMofgPGsw,82MAJOR,1,0.896,0.968,1.0,0.955
UCVlpeCeAyC7zpG7DxDToADQ,DIYMASTER,1,0.89,0.974,1.0,0.955
UCh1l-XohhJxYhUe0zKdJJqg,123 GO LIKE! Korean,1,0.969,0.895,1.0,0.955
UCgY7PwYABVXoOWk8K_zODGQ,인싸가족,1,0.891,0.972,1.0,0.955
UCpGmwseGcRtyG8GxRmozKPA,유네린LIN,1,0.88,0.983,1.0,0.955
UCgw_dr9Y8mZ4uzJLXDVTBSw,김복순,1,0.911,0.953,1.0,0.954
UC5eW3okTTLwiNSQli25vDag,KHAN,1,0.937,0.926,1.0,0.954
UChnfOZtjny0KBSVkfS9nwsg,후랭이TV,1,0.887,0.975,1.0,0.954
UCgWwo8FJL3MCxfd66ip7nFg,살구 YouTube,1,0.888,0.974,1.0,0.954
UCLry_5iHENRJFOfzH1GQd2Q,짧은대본 조연출 시점,1,0.915,0.946,1.0,0.954
UCHgL0Bj_iAEOheN9v3wLA2g,맹수꽁이 BeastGGong,1,0.937,0.925,1.0,0.954
UCte-VGSuTmmhXw6oiE_vmQw,6번출구,1,0.893,0.968,1.0,0.954
UCHa6h8DGLYkAljbskQbIXHw,톡신TOXIN,1,0.883,0.978,1.0,0.954
UCeMnE-DVMyn_XOZ4NcGtp6A,텃밭농부,1,0.877,0.984,1.0,0.954
UChj3l7agroia0FzOQonccrQ,Vinh Petrolimex,1,0.939,0.922,1.0,0.954
UCdIzFAOOMD6MI_8GssyJqnQ,박담채DAMCHAE,1,0.887,0.973,1.0,0.953
UCr8yGo3uXzJuOZS6hQrBSjw,PRUMIR,1,0.914,0.945,1.0,0.953
UClSuqiIAACDUJrH3gb4JcLQ,야옹해 바바 Miaow baba,1,0.898,0.962,1.0,0.953
UCs_i4xBbg5IgHpmfMta-UBA,동글이골프,1,0.884,0.975,1.0,0.953
UCeSHilNPc6AYwx556asjujQ,쇼킴매직 Show Kim Magic,1,0.884,0.975,1.0,0.953
UCJpAwvQaZyCI5spAz7tipGA,PAKA,1,0.915,0.943,1.0,0.953
UCP1rKrteinsrN5yxtF435EA,즐기는 남자들,1,0.877,0.98,1.0,0.953
UC-3Fh1L6hOSV9ylvpr5g8_Q,숏플레이,1,0.876,0.981,1.0,0.953
UCDiohkMMUnwCMz8ZCJFT-cg,감자매 Potato sister,1,0.898,0.96,1.0,0.952
UCLKUMuHePpmRMeRJ_Ldhd3w,창배먹방 chang_bae,1,0.877,0.98,1.0,0.952
UCFMzJRPsLOL17lwxN_MdcnA,아려랑,1,0.896,0.961,1.0,0.952
UC0imORt231LWWyyotvE3lUw,실화 On,1,0.922,0.934,1.0,0.952
UC1r112Pr9Ngcg2NtcE946HQ,맛상무,1,0.88,0.976,1.0,0.952
UCvUKUkIM67eWFbQemjj2-eA,마플의 잡다한채널,1,0.883,0.972,1.0,0.952
UCVIZWeFmvOhCjJy4tZqertw,최마태의 POST IT,1,0.885,0.969,1.0,0.951
UCriPmQ2RpvdNSZkMwuOmTnQ,U.M.A.우마,1,0.893,0.961,1.0,0.951
UCcjmCG5tTegWwqcSDSkDevQ,깡주은,1,0.884,0.969,1.0,0.951
UCxANYxgMTfJp3ZE8opnvJvQ,Q2HAN,1,0.88,0.973,1.0,0.951
UC-we351yXoKcODFHiKrC84Q,SAY MY NAME,1,0.869,0.984,1.0,0.951
UCI0Ai1RoRD-b8i-qvRR0Yeg,설레임 에디션 ♬,1,0.904,0.949,1.0,0.951
UCSQPjdpKtG7egh3qmOcUn1w,아롱다롱TV,1,0.87,0.982,1.0,0.951
UCzhiEBaGQLmL4zC7xgG0eQw,연국의 내일 Plan B Yeonguk,1,0.9,0.952,1.0,0.951
UCSvQJiTYECOrw-AYOr4yzqA,유니브클래스,1,0.875,0.977,1.0,0.95
UCY5Xbo2lSFqdDQGZJTXfFZA,주간신보석,1,0.874,0.977,1.0,0.95
UCCshApLKfQqY1wKB07jGiuA,싸모스,1,0.892,0.959,1.0,0.95
UCj2Rx-rb_g0lu1-dn2seZ2w,drighk fancam 2015,1,0.873,0.977,1.0,0.95
UCVZ0SJNurJAv-6hV5VEGB2A,꽥,1,0.916,0.933,1.0,0.95
UCxjRJr-F5R5UxZZfoLd2NDQ,계곡은개골개골,1,0.867,0.983,1.0,0.95
UCVZI7eLie2UlZph6aiBRNrw,이석현,1,0.895,0.955,1.0,0.95
UCUxXrqHwz836pHcRZRVJLhw,수향TV [suhyangTV],1,0.872,0.977,1.0,0.95
UCWaWvDRyhmSKOQWah7t7wuA,일일칠 - 117,1,0.882,0.966,1.0,0.949
UCofeVpB7pRjurJ6Aeejf3CQ,Eraing ASMR,1,0.867,0.98,1.0,0.949
UCL6_iqW3nIszKsW2sbFl3-w,박준금 Magazine JUNGUM,1,0.87,0.976,1.0,0.949
UC--8ua5dEkuY26fgWkpkz3Q,하늘석양,1,0.871,0.975,1.0,0.948
UC4sIlWphHSMk210xl74H3Wg,냔지 nyanji,1,0.98,0.866,1.0,0.948
UCwdUrGQyPQV69ABRAH_r3EA,  ENA SPORTS,1,0.885,0.959,1.0,0.948
UCjOtzpfj5lF9erwTEQYkxtQ,t3xture 텍스쳐 ,1,0.862,0.983,1.0,0.948
UCN60wl1wRz2gr7VrKEM6Isg,조나인,1,0.965,0.88,1.0,0.948
UCVr8IkpwCS_8wXGIHhcMpXQ,황가람과 동네청년,1,0.877,0.967,1.0,0.948
UCsbNh54XE17pOZrdqW3VyXQ,정형돈의 제목없음TV,1,0.88,0.964,1.0,0.948
UCy--DSUG5drM6PVL3bpESfg,이응oioio,1,0.865,0.978,1.0,0.948
UC1NqkObcVPIQZvNSfo2Z9Yw,티롱이 - 인기 동요 ・동화 ・ ABC SONG,1,0.967,0.876,1.0,0.948
UCOock_9qHke843-hGjnVYHQ,책그림,1,0.875,0.967,1.0,0.947
UC4CJpp9nIGBDpGobUdhlNJQ,얄리의아재비디오,1,0.869,0.973,1.0,0.947
UCmVAoKoauj3nPIZ9hnC3yZQ,사실들흥미로운,1,0.875,0.966,1.0,0.947
UCH7JoVNZFpo1pOzZH-t5uew,영탁의 불쑥TV,1,0.872,0.968,1.0,0.947
UC7sP1dhbrrAwHQh2QTV7ddg,여경옥의 옥사부tv okcheftv,1,0.881,0.959,1.0,0.947
UCTLIq9jl-pb_ojAZZtoGaOQ,빅보스,1,0.94,0.899,1.0,0.946
UCx74jLhhlKMNGTe0w00aYpQ,먹빼채널,1,0.877,0.962,1.0,0.946
UC9dFUbTR3tqQgnkFs_GUsAg,빡다혜dahye,1,0.896,0.943,1.0,0.946
UCbhuEJomAdYRScVZQJqpA0A,코삼부자 by 허웅 허훈 허재,1,0.944,0.894,1.0,0.946
UC680xbWPNkGiHQqRC4LKSXQ,우리동네핫플,1,0.868,0.97,1.0,0.946
UC5VoKhZZ9szehkYsZwcl36Q,호왕,1,0.975,0.862,1.0,0.946
UCnMBn-PNx1M9TLF0s-sEDeQ,Clevr TV [클레버티비],1,0.871,0.966,1.0,0.946
UCgjhKcxZa_4v080XyYrg-9A,채린라벨 Cherry Park,1,0.882,0.955,1.0,0.946
UCdhukF6o5_ENjbf_9oNGXNQ,San Diego Padres,1,0.854,0.982,1.0,0.945
UCtyAkTwx8HfZ8gm4fqlJdVQ,LJ Dance,1,0.862,0.974,1.0,0.945
UCC1LvVTX2ySKYjeIXkAtvsQ,침착맨 플러스,1,0.865,0.971,1.0,0.945
UCoovEJW0dyTWwHiblWDWvyQ,도읍지,1,0.873,0.962,1.0,0.945
UCEI4rb8YldV8v0dVUSo9ToQ,야전삽짱재,1,0.854,0.981,1.0,0.945
UCQajJC-D6I3o5ICk1jhxWTg,미남의운전교실,1,0.86,0.973,1.0,0.944
UCxW1hAkazdr2V81eEogoJUw,미니상[이상민],1,0.862,0.97,1.0,0.944
UC65ZDJCYI1dwzj48XIeuOBA,Today on the Korean Server,1,0.888,0.943,1.0,0.944
UCLHwMFguUxHVSk91vzicEJw,미라클TV,1,0.889,0.942,1.0,0.944
UC2VDsgZ343N9hKnEXQWKnag,로이어프렌즈 - 변호사 친구들,1,0.864,0.967,1.0,0.944
UCnNfsLEukKS1ExbQ4HyGjBA,석준이가해,1,0.909,0.921,1.0,0.943
UCd0pqkoWoVbxNH4N3dsetqA,장이나 Ena J,1,0.849,0.981,1.0,0.943
UCUWEzjy3B1x0RTcYzH0LYAQ,HEON SEO 헌서,1,0.898,0.93,1.0,0.943
UCyh4ZGfySt7UbfLEDk8Ab6g,임성욱,1,0.853,0.975,1.0,0.943
UCuvn16uFbrYooJ6k9EqPaMQ,알베르토 몬디 Alberto Mondi,1,0.86,0.967,1.0,0.942
UCByq-1ptu3MhFzdENEHTf4A,신짱 godjjang,1,0.878,0.948,1.0,0.942
UC3hQ86NW0gmz9vdfM3TFGzQ,노가리 사랑방,1,0.848,0.977,1.0,0.942
UC096qxXLqm5BpaQUJqz901w,지화자공작소Zihwaza Workshop,1,0.857,0.968,1.0,0.942
UCHUqcHqlaxm5NpmbK8hHD4g,웃고리즘,1,0.84,0.985,1.0,0.942
UCNOYTSGiu9bV6VjqnJa4ojw,멜로우TV,1,0.861,0.963,1.0,0.942
UCwWc8g9BCCkNIqjOFIA2j5A,[HaHaKidsToy] 하하키즈토이,1,0.867,0.957,1.0,0.941
UCNmxnKQfnQ_Ya-CODk5hgqQ,얼씨구TV,1,0.855,0.969,1.0,0.941
UCmgRYMK5d65PbjN8qkjAUBA,과학쿠키 [Science Cookie],1,0.851,0.973,1.0,0.941
UCspnElmzSLPhrZJDG9v7JWw,UNIS,1,0.844,0.98,1.0,0.941
UC4AmT1rF5IQ9bbVm9zotzBw,영상mby,1,0.861,0.962,1.0,0.941
UCtVg4Qkf2bxbx-rWeB1Xd0Q,ChaChaPiano차차와피아노놀이,1,0.854,0.969,1.0,0.941
UC6dFCtUSZJ383yn1ybQBdsg,TimeFeveR(타임피버),1,0.853,0.969,1.0,0.941
UC-8Unpwbtjx4TNZAh43ZznQ,토리와 만들기 Tori Crafts,1,0.84,0.982,1.0,0.941
UCOcwWan9d5h4AmSYq9A5hBQ,미션카파서블(Mission Carpossible),1,0.872,0.95,1.0,0.941
UCmt37gsORDrWp2GD5k1xKxQ,진절미 Jinjeolme,1,0.878,0.943,1.0,0.941
UCMKeK9fTHvlTLypdLRh3cUw,GuzalTV 구잘TV,1,0.894,0.927,1.0,0.94
UCcSepD5GRKpskptBW2TSKGg,짱구대디,1,0.859,0.962,1.0,0.94
UCHopQBo3N-fadSVQtOE3mzg,SilverSnow 실버스노우,1,0.843,0.978,1.0,0.94
UCoFfV8sTi5PWKEdvJP2XzWQ,늘이농,1,0.858,0.963,1.0,0.94
UCJQDi71H00IXCQbxAtFem3Q,DC튜브,1,0.849,0.972,1.0,0.94
UCJmsB6NAU0sp2htDL4KmX0A,전략적죽음,1,0.869,0.951,1.0,0.94
UCOALbIZzfvdbJs54MKY6UAQ,NamooBro나무형 (Ganji The Guitar),1,0.846,0.973,1.0,0.94
UCENNpEHHCiZGb2dk1MHml7Q,sojoong쏘야쭝아,1,0.864,0.955,1.0,0.94
UCrH2EKoOkIPUxMPXUB8pLXg,김택환 (Kim Taek Hwan),1,0.858,0.96,1.0,0.939
UC7bcRlidTERRb_MKRHPVSnw,푸린,1,0.842,0.975,1.0,0.939
UC3r_mX3BN_EGE32aUwv9Qog,죠셉Joseph,1,0.853,0.965,1.0,0.939
UCQOL6_MBCFXr3M9OTmwl9pg,지존조세,1,0.851,0.966,1.0,0.939
UCGKQ4Tw5nPXMGsoYZHrHYeA,OCN,1,0.836,0.981,1.0,0.939
UCw_VHcLeiSSXA8SSk0dbwkA,도영도영이,1,0.837,0.979,1.0,0.939
UC2BRSQm6_TSz2Y5zWU6fUfQ,레고따단 DDadan,1,0.867,0.948,1.0,0.938
UCbfsYlEFx_62o39kkb8wDLg,라바키즈 TUBA,1,0.893,0.922,1.0,0.938
UC4eCeHvwkrk50PJYUA8anYQ,묘야,1,0.872,0.942,1.0,0.938
UC1q4Ihlv_YhLELw-ijE0Diw,마플 마인크래프트 채널,1,0.854,0.96,1.0,0.938
UCSOYF1lZgyK6c0iRK_0mlBA,달님 DALNIM,1,0.838,0.977,1.0,0.938
UCJScFhgZV254qGkEOCJVB9Q,닷페이스,1,0.848,0.965,1.0,0.938
UC2KmG_o7JZcPr052P87GdsQ,이승윤,1,0.846,0.968,1.0,0.938
UCn5_rt8shV9Hncih6vyCTmw,WLK,1,0.846,0.967,1.0,0.938
UCv-Aa6CTYGxSaHfl6YjED_Q,중고차의모든것,1,0.845,0.968,1.0,0.938
UC86GzuZXRb7aZnhnnUA3IAg,하이갱스 higaengs,1,0.848,0.964,1.0,0.937
UC9vz3TBChrJmYbzUo-rqfSg,녹두로 월드,1,0.842,0.968,1.0,0.937
UCO61Rl-jslhyeenfjt-NO4w,얌무YAMMoo,1,0.836,0.974,1.0,0.937
UCqRHncabshHQm_8t2SuMUrA,씨리얼,1,0.841,0.969,1.0,0.937
UC0ssa8zC_3oif4iZcUe5VUg,샒의 삶Serim's life,1,0.824,0.985,1.0,0.936
UCgySwATr_UPiGqrwfRo6_ag,김리븐,1,0.833,0.976,1.0,0.936
UCnBht7BrOx-A328KFXgysqQ,쿠팡플레이 스포츠,1,0.848,0.96,1.0,0.936
UC4YWYyS8bb0W205lLC3kncg,브레드쿤ブラッドくん bradkun,1,0.826,0.982,1.0,0.936
UCMTZqwCdw9Nynw9BkCgfeRQ,모트라인 MOTline,1,0.832,0.976,1.0,0.936
UC7g2JNSc0SefzMTyc--Nn4w,안산저격수 ANS,1,0.851,0.956,1.0,0.936
UCXhu9ABheuKs8Xyu1rltImA,돈파는가게,1,0.841,0.966,1.0,0.936
UCQtPAu0FjPbA1ku3cA5R2mg,윤쨔미 YoonCharmi,1,0.84,0.966,1.0,0.935
UCTPfDsz2XqmLzYud-fc6xBw,안철수,1,0.861,0.946,1.0,0.935
UC7Sh_erU4sKLVgu2eJikrIw,플레이무비,1,0.87,0.935,1.0,0.935
UCZeHMSqeusVpF1hBOtnxIoA,DKTV Daniel,1,0.843,0.961,1.0,0.935
UC1jqKhOY5FlMDRI5TF_myTw,호양이 김우현,1,0.857,0.947,1.0,0.935
UCqsPmfRMm0AGTF3mw1VtCnw,빵송국,1,0.837,0.966,1.0,0.934
UC3qNTxR0q03rgRAV8QUZa2Q,채채Chaechae,1,0.85,0.953,1.0,0.934
UC-S8JFhLkQ5enhB70c2CYIw,왈도쿤,1,0.823,0.979,1.0,0.934
UCvBD3Pf9xmqM9kSXjGv_6-A,헬스티비,1,0.927,0.875,1.0,0.934
UCPuDvuUhgQffuLn8sYxIEqQ,신박과학,1,0.83,0.972,1.0,0.934
UCJGww2K__Q3y-MtDi0XWH2w,YouTube지누,1,0.822,0.979,1.0,0.934
UCa3XfT_AccZCELBLC913oEg,유유타이거,1,0.833,0.967,1.0,0.933
UCAIAn1gmUWEukE2e5BQ0Zew,K-STAR 케이스타,1,0.831,0.969,1.0,0.933
UC84Zkx_92divh3h4sKXeDew,서담 seodam,1,0.836,0.964,1.0,0.933
UC42bpP43b5FBLKl6z3IAJ1g,사라패밀리SarahFamily,1,0.857,0.943,1.0,0.933
UCXtWUl6qmPtibHVKIXbZlcA,FC SEOUL,1,0.818,0.981,1.0,0.933
UCgmQJAJuiddthVUfJmWxltA,감블러,1,0.823,0.975,1.0,0.933
UCFX6adXoyQKxft933NB3rmA,테크몽 Techmong,1,0.828,0.97,1.0,0.933
UCftXk2n3io6hMik2uP-0_1Q,알콩할미네 집밥,1,0.831,0.966,1.0,0.932
UCefN2fe9ZDj16yTHM9dgaXA,캡틴 파추호 Captain PaChuHO,1,0.841,0.956,1.0,0.932
UCx_ULwG703LRORzfTrxsAag,CoLa: Coreanas Latinas,1,0.841,0.956,1.0,0.932
UCYaBl0gtXV_3sHW4bQjq0hA,22똥괭이네,1,0.83,0.967,1.0,0.932
UCKFvoxDM0NoLChK9hCe7VfQ,삐루빼로,1,0.816,0.981,1.0,0.932
UCyrm3uR0i0MuUCjVOWUeJTw,유진VS태영,1,0.817,0.979,1.0,0.932
UCby6TnEm4xha2NIncRxC2EQ,예보링 ,1,0.822,0.974,1.0,0.932
UC_tnGAhy3uj0tshK5Miyi2g,레리꼬 LET IT GO,1,0.827,0.969,1.0,0.932
UCWrh9haWsTEAQF9UEg6AEFQ,소소황 Cook & Eat,1,0.862,0.933,1.0,0.931
UCU5Bngb-griCg_96ZXpXOgg,정서불안 김햄찌,1,0.832,0.963,1.0,0.931
UClNtQT7MUBNnBMVp5Xya-hQ,유깻잎,1,0.828,0.965,1.0,0.931
UCM7fWXneXMTuxBnOgM_HQsw,정근우의 야구인생,1,0.827,0.966,1.0,0.931
UCLKYLWsKF4waqDx8T_43hBw,유니버설 픽쳐스,1,0.919,0.873,1.0,0.931
UCj0iColXMAjPA92rH-AXVGQ,블루 아카이브,1,0.846,0.946,1.0,0.931
UCbkrEw1LDPvrT3QZRrkVjng,콕스Illust,1,0.819,0.973,1.0,0.93
UCeAEYjNRozsh-MHT10EUEVA,핫썰,1,0.846,0.944,1.0,0.93
UCqhop789NWsj-a_uQ7fwg2w,JinKoon,1,0.818,0.971,1.0,0.93
UCahZQYrxOsOU02RSHDY9Qgg,줌인센타 zOOm in Center,1,0.838,0.951,1.0,0.929
UCS-212k_PQZZ3OgvfY2VTLA,원재TV,1,0.878,0.91,1.0,0.929
UCGLXVdGDgXoUgDZnxCNPRog,KANGDANIEL OFFICIAL,1,0.843,0.945,1.0,0.929
UCEBN79bwwYNfRWcYYUzrkcw,Sechi,1,0.818,0.969,1.0,0.929
UC2uID-rcbLMi3RxZmZtwSZg,늪지대에서 생긴 일,1,0.81,0.977,1.0,0.929
UC4Hdu68t2vXF3cw7-a64GgQ,리틀 성엽,1,0.816,0.97,1.0,0.929
UC5Ce1XGat0JJOXcFWZl1jcg,달마발 Darlim&Hamabal,1,0.821,0.965,1.0,0.929
UCg6JXIkKXGl_3DE3TN-zo7w,예삐♡보름,1,0.814,0.972,1.0,0.929
