channel_name,category,subscriber_raw,subscriber_count,total_views_raw,total_views,video_count_raw,video_count,created_date,latest_video_date,days_since_latest_video,is_churned,youtube_channel_url,youtube_channel_id
STELL YOUNG,TV/방송,24,24,4982,4982,5개,5,2012-02-15 21:51:00,2016-08-04 22:17:02,3570.0,1.0,https://www.youtube.com/channel/UC2ogcLVoJms_0ZoJ00gQ8Aw,UC2ogcLVoJms_0ZoJ00gQ8Aw
Tarotphoto_,미분류,24,24,5340,5340,6개,6,2017-06-09 09:39:22,2022-04-24 09:50:04,1481.0,1.0,https://www.youtube.com/channel/UCKFccyIQzgDYjXup8Is0mxg,UCKFccyIQzgDYjXup8Is0mxg
김중로국회의원,뉴스/정치/사회,24,24,3만,30000,22개,22,2016-07-14 09:33:24,2016-10-30 18:32:20,3483.0,1.0,https://www.youtube.com/channel/UC-opp1Vl2lamzQ6-AB90bhg,UC-opp1Vl2lamzQ6-AB90bhg
Release - Topic,미분류,24,24,120만,1200000,5개,5,2025-10-15 10:23:18,2025-10-15 12:04:58,211.0,1.0,https://www.youtube.com/channel/UCUAgkH574i14ESnRCExlYgg,UCUAgkH574i14ESnRCExlYgg
Park Jongmin - Topic,미분류,25,25,43만,430000,6개,6,2024-11-25 10:06:26,2026-03-28 18:04:19,47.0,0.0,https://www.youtube.com/channel/UCZ8QBtl6iMG_0GCVNmk75fA,UCZ8QBtl6iMG_0GCVNmk75fA
의원실국회 황영철,뉴스/정치/사회,27,27,2만,20000,41개,41,2014-07-28 17:05:56,2018-06-28 11:38:57,2877.0,1.0,https://www.youtube.com/channel/UCpdCGbVD8o7gK2luxBPOvnw,UCpdCGbVD8o7gK2luxBPOvnw
HANZ - Topic,미분류,29,29,208만,2080000,6개,6,2024-11-22 11:16:46,2026-04-30 12:03:52,14.0,0.0,https://www.youtube.com/channel/UCSjlKt7MX5dqFv2Ez3jnQNA,UCSjlKt7MX5dqFv2Ez3jnQNA
김영호,뉴스/정치/사회,30,30,2만,20000,28개,28,2011-10-10 01:35:36,2024-01-01 00:28:02,864.0,1.0,https://www.youtube.com/channel/UC-yre5Yg2t1hd0o625yrPRw,UC-yre5Yg2t1hd0o625yrPRw
Seondong,뉴스/정치/사회,30,30,0,0,0개,0,2015-12-07 11:22:52,,,,https://www.youtube.com/channel/UCfwXb1XMbYQTHw372gBqY0w,UCfwXb1XMbYQTHw372gBqY0w
여상규TV,뉴스/정치/사회,30,30,1만,10000,44개,44,2014-02-18 16:27:23,2020-04-24 10:41:59,2211.0,1.0,https://www.youtube.com/channel/UCGmxPtfnHPKuhj0ZVl6lJ6Q,UCGmxPtfnHPKuhj0ZVl6lJ6Q
"네임드개발자, 황대장",교육/강의,30,30,0,0,0개,0,2019-04-23 02:35:15,,,,https://www.youtube.com/channel/UC7q0RrpS9WWV1w_AOWcG6DQ,UC7q0RrpS9WWV1w_AOWcG6DQ
PanC의 일상,취미/라이프,31,31,8826,8826,33개,33,2013-12-29 14:00:38,,,,https://www.youtube.com/channel/UCzZKpzjOXQ54d4wq3ieSL8g,UCzZKpzjOXQ54d4wq3ieSL8g
MAJAEGEON,게임,31,31,0,0,0개,0,2017-06-10 14:33:26,2017-09-17 14:34:03,3161.0,1.0,https://www.youtube.com/channel/UCXZyayurAkVvucru5BlOHkg,UCXZyayurAkVvucru5BlOHkg
planplay,TV/방송,31,31,1만,10000,64개,64,2013-08-23 05:21:44,2022-12-19 16:48:01,1242.0,1.0,https://www.youtube.com/channel/UC0vrCnnzvROwz3lsdqp9j9A,UC0vrCnnzvROwz3lsdqp9j9A
3Bong,음악/댄스/가수,31,31,0,0,0개,0,2013-12-22 01:43:52,,,,https://www.youtube.com/channel/UCockC8W8y3bCKYc1sVvNPnw,UCockC8W8y3bCKYc1sVvNPnw
Lee Ye Ji - Topic,미분류,31,31,203만,2030000,14개,14,2025-12-30 16:55:52,2026-04-13 12:04:13,31.0,0.0,https://www.youtube.com/channel/UC1o0KzabmBGLzW4SO1sYsxQ,UC1o0KzabmBGLzW4SO1sYsxQ
김종회tv,뉴스/정치/사회,32,32,6430,6430,37개,37,2016-06-10 17:25:04,2020-02-20 13:20:28,2275.0,1.0,https://www.youtube.com/channel/UClaME1F2tSE7i5MtfQbd1og,UClaME1F2tSE7i5MtfQbd1og
VR gefy _VR Go Everywhere For You,IT/기술/컴퓨터,32,32,8352,8352,71개,71,2017-09-22 19:50:03,2019-04-10 21:03:34,2591.0,1.0,https://www.youtube.com/channel/UCPMroBKjlJ2CCskZMwu86cw,UCPMroBKjlJ2CCskZMwu86cw
Release - Topic,미분류,32,32,101만,1010000,8개,8,2025-09-27 20:27:30,2025-09-27 20:34:22,229.0,1.0,https://www.youtube.com/channel/UCynmR0gh1CeHh-KFy22DWKg,UCynmR0gh1CeHh-KFy22DWKg
성게초밥tv,취미/라이프,33,33,0,0,0개,0,2017-07-10 00:34:29,,,,https://www.youtube.com/channel/UCHlI77Dp5TMqFJyROxn8L-Q,UCHlI77Dp5TMqFJyROxn8L-Q
OZTV(오즈티비),TV/방송,33,33,4532,4532,1개,1,2015-12-11 15:38:36,2017-10-20 20:04:55,3128.0,1.0,https://www.youtube.com/channel/UCp6SrrRTeeQHganb2yTvuUg,UCp6SrrRTeeQHganb2yTvuUg
muzit k,음악/댄스/가수,34,34,1만,10000,38개,38,2017-04-07 23:40:23,2017-12-24 12:41:20,3063.0,1.0,https://www.youtube.com/channel/UCGT4HgaKkcyncKStt14mViA,UCGT4HgaKkcyncKStt14mViA
Release - Topic,미분류,34,34,728만,7280000,11개,11,2025-08-06 19:36:26,2025-08-06 19:40:33,281.0,1.0,https://www.youtube.com/channel/UC0Q5e9v0HoLSSZzQTz-hu2g,UC0Q5e9v0HoLSSZzQTz-hu2g
이용득,뉴스/정치/사회,35,35,6829,6829,22개,22,2016-05-26 10:42:16,2020-05-25 18:48:47,2180.0,1.0,https://www.youtube.com/channel/UCa75I8h8jF4uTdnULMFCNeA,UCa75I8h8jF4uTdnULMFCNeA
188centi,취미/라이프,35,35,7705,7705,31개,31,2016-11-29 20:36:05,2025-09-04 20:14:34,252.0,1.0,https://www.youtube.com/channel/UCLKbBn81lSwhLgi3TVftFxQ,UCLKbBn81lSwhLgi3TVftFxQ
스캅,게임,35,35,5087,5087,19개,19,2012-11-12 23:48:55,2020-09-19 18:13:51,2063.0,1.0,https://www.youtube.com/channel/UCKr74mROPdlKteuten9Vdwg,UCKr74mROPdlKteuten9Vdwg
상암동삼남매,TV/방송,36,36,1358,1358,3개,3,2013-05-03 17:34:22,2018-10-05 16:32:49,2778.0,1.0,https://www.youtube.com/channel/UCHlQ5Ha0_EAJ9WJ4LVMYy2w,UCHlQ5Ha0_EAJ9WJ4LVMYy2w
후하하,게임,37,37,0,0,0개,0,2017-05-15 21:01:06,2017-08-04 00:03:11,3205.0,1.0,https://www.youtube.com/channel/UC0706cnLLGMe1bcosYdFLNw,UC0706cnLLGMe1bcosYdFLNw
마커티,국내/해외/여행,37,37,547,547,1개,1,2014-08-07 22:42:33,2020-05-31 15:58:03,2174.0,1.0,https://www.youtube.com/channel/UCSugS1j8AXJIuGGWTK7Wbuw,UCSugS1j8AXJIuGGWTK7Wbuw
Choi DoJa Office,뉴스/정치/사회,37,37,2만,20000,184개,184,2016-07-12 16:05:37,2020-04-08 19:43:30,2227.0,1.0,https://www.youtube.com/channel/UCpEczRnGr8VzK1Kuho9wXNg,UCpEczRnGr8VzK1Kuho9wXNg
Release - Topic,미분류,37,37,0,0,0개,0,2025-10-01 19:35:27,,,,https://www.youtube.com/channel/UCb9O9pzrP1q9GgIcUcWADbA,UCb9O9pzrP1q9GgIcUcWADbA
Release - Topic,미분류,38,38,0,0,0개,0,2025-11-07 12:06:25,,,,https://www.youtube.com/channel/UCj1uspBJfdadSJwdQcfN5YA,UCj1uspBJfdadSJwdQcfN5YA
MICO - Topic,미분류,39,39,1958만,19580000,90개,90,2019-03-27 18:42:52,2026-05-13 01:04:42,1.0,0.0,https://www.youtube.com/channel/UCVSwECe-Ld5ZQty8k81f6yQ,UCVSwECe-Ld5ZQty8k81f6yQ
jipcy집씨,취미/라이프,40,40,2229,2229,9개,9,2018-09-07 00:41:36,2020-02-10 06:00:06,2285.0,1.0,https://www.youtube.com/channel/UCOtUHYruHH4KNXsKN8ProHw,UCOtUHYruHH4KNXsKN8ProHw
다먹엇 수다!,음식/요리/레시피,40,40,2만,20000,11개,11,2016-06-23 09:57:18,2016-08-11 19:04:09,3563.0,1.0,https://www.youtube.com/channel/UCjkohjxoOMJhaP-PCZUsGbg,UCjkohjxoOMJhaP-PCZUsGbg
옥토리 (쇼핑왕 옥토리),취미/라이프,41,41,3810,3810,4개,4,2013-08-28 20:15:12,2017-09-04 17:06:56,3174.0,1.0,https://www.youtube.com/channel/UCcJ7Z2x0rHJ2xI35bHac-gg,UCcJ7Z2x0rHJ2xI35bHac-gg
gongwon - Topic,미분류,41,41,381만,3810000,12개,12,2024-09-28 12:35:34,2026-05-01 00:04:24,13.0,0.0,https://www.youtube.com/channel/UC5ClB4vGgmhXeMwm53M_YhQ,UC5ClB4vGgmhXeMwm53M_YhQ
정재호,뉴스/정치/사회,42,42,2만,20000,110개,110,2015-06-06 11:46:00,2020-02-10 17:07:27,2285.0,1.0,https://www.youtube.com/channel/UC1plTd7IwmRx9gdHaLGDlgA,UC1plTd7IwmRx9gdHaLGDlgA
So Soo Bin - Topic,미분류,42,42,8736만,87360000,67개,67,2016-03-10 21:13:45,2026-05-06 12:00:38,8.0,0.0,https://www.youtube.com/channel/UCW4b3_MfapW63UV6CXpS6ng,UCW4b3_MfapW63UV6CXpS6ng
아줌멉,패션/미용,43,43,6423,6423,11개,11,2013-04-09 22:25:11,2017-01-13 16:59:18,3408.0,1.0,https://www.youtube.com/channel/UCQWGJcC1tB_0FBf295hRIgg,UCQWGJcC1tB_0FBf295hRIgg
Jerry Hong,미분류,44,44,3만,30000,8개,8,2012-05-02 23:58:09,2018-08-01 13:27:39,2843.0,1.0,https://www.youtube.com/channel/UC_DDVLZgb-RzcMHQfNK5X1A,UC_DDVLZgb-RzcMHQfNK5X1A
대건 - Topic,미분류,44,44,27만,270000,10개,10,2025-09-30 15:58:59,2026-05-03 12:03:24,11.0,0.0,https://www.youtube.com/channel/UCh8RnD7Ofz5_ciNCtcpMkEw,UCh8RnD7Ofz5_ciNCtcpMkEw
씨소 SeeSo,TV/방송,45,45,3만,30000,91개,91,2015-11-23 14:49:40,2018-10-04 19:58:42,2779.0,1.0,https://www.youtube.com/channel/UClQuTklcXY9oURz1DzA2mzA,UClQuTklcXY9oURz1DzA2mzA
Voicemail - Topic,미분류,45,45,21만,210000,15개,15,2024-11-29 16:38:34,2026-04-12 18:04:58,32.0,0.0,https://www.youtube.com/channel/UCtETWDBnBEucB8H0CnZr9Pg,UCtETWDBnBEucB8H0CnZr9Pg
Jeong Hyo Bean - Topic,미분류,48,48,7059만,70590000,64개,64,2019-04-17 00:08:34,2026-04-01 00:04:54,43.0,0.0,https://www.youtube.com/channel/UCFQAI9sUTcuYY-zZTf48Jeg,UCFQAI9sUTcuYY-zZTf48Jeg
제이튭JTUB,취미/라이프,50,50,0,0,0개,0,2017-06-10 15:51:39,,,,https://www.youtube.com/channel/UCcPLadaLGbAUq-rONKKvlfw,UCcPLadaLGbAUq-rONKKvlfw
김영우,뉴스/정치/사회,50,50,2만,20000,100개,100,2012-03-16 11:30:33,2019-12-04 11:54:36,2353.0,1.0,https://www.youtube.com/channel/UC3WEjOE4F8cYhcU1q5IFRLQ,UC3WEjOE4F8cYhcU1q5IFRLQ
Release - Topic,미분류,50,50,0,0,0개,0,2025-09-29 16:57:14,,,,https://www.youtube.com/channel/UCA0c00LAyL-TqhH91vaapcA,UCA0c00LAyL-TqhH91vaapcA
YOSEP - Topic,미분류,51,51,67만,670000,12개,12,2024-07-31 20:53:25,2026-03-28 18:02:59,47.0,0.0,https://www.youtube.com/channel/UCub8iCHEuQ4_KOMwrJUASpQ,UCub8iCHEuQ4_KOMwrJUASpQ
CH.채이배,뉴스/정치/사회,52,52,5558,5558,92개,92,2016-07-22 18:02:11,2020-05-21 18:23:40,2184.0,1.0,https://www.youtube.com/channel/UCbekb8Fkk1DZqQl9wINyW-w,UCbekb8Fkk1DZqQl9wINyW-w
Shannon K - Topic,미분류,52,52,87만,870000,12개,12,2016-05-13 19:38:04,2025-08-20 06:39:14,267.0,1.0,https://www.youtube.com/channel/UCLka_FUceT3zuKM2tJf3ATw,UCLka_FUceT3zuKM2tJf3ATw
토리,게임,53,53,1만,10000,60개,60,2012-09-18 13:55:08,2025-01-03 01:00:05,496.0,1.0,https://www.youtube.com/channel/UCR1VXUxyK2ImSHe5nO0Ntqw,UCR1VXUxyK2ImSHe5nO0Ntqw
Gyubin - Topic,미분류,53,53,4174만,41740000,31개,31,2023-09-19 12:01:34,2025-11-28 00:02:02,167.0,0.0,https://www.youtube.com/channel/UCLS-X1CUxhAgIsMaaWexCDw,UCLS-X1CUxhAgIsMaaWexCDw
Ge mc - Topic,미분류,54,54,0,0,0개,0,2025-08-26 02:33:53,,,,https://www.youtube.com/channel/UCR2vqTTamb1XkW5mINz7mTA,UCR2vqTTamb1XkW5mINz7mTA
Dicer0130,게임,55,55,6904,6904,2개,2,2014-11-15 14:15:56,2019-01-12 20:00:00,2679.0,1.0,https://www.youtube.com/channel/UCqIGgwuuqRK3trI-gS3px7g,UCqIGgwuuqRK3trI-gS3px7g
LET ME KNOW - Topic,미분류,55,55,247만,2470000,19개,19,2024-02-15 18:22:12,2026-05-11 20:04:53,3.0,0.0,https://www.youtube.com/channel/UC2Fvpbo4bGEW0xkhQsAicxg,UC2Fvpbo4bGEW0xkhQsAicxg
튠옛 Tuneyet - Topic,미분류,56,56,84만,840000,189개,189,2025-07-14 16:23:11,2026-04-18 08:33:34,26.0,0.0,https://www.youtube.com/channel/UCEZ1k0lJE8E2MnHVkteze0w,UCEZ1k0lJE8E2MnHVkteze0w
Jeoung iun - Topic,미분류,56,56,51만,510000,11개,11,2023-07-31 22:47:59,2025-10-15 18:03:47,211.0,1.0,https://www.youtube.com/channel/UCbydeSPBVl6pkdlRpcvACcA,UCbydeSPBVl6pkdlRpcvACcA
Release - Topic,미분류,57,57,413만,4130000,4개,4,2025-10-22 10:16:48,2025-10-22 12:04:58,204.0,1.0,https://www.youtube.com/channel/UCKeqsEnLA-L8bMjB0pXup8g,UCKeqsEnLA-L8bMjB0pXup8g
Yang Ha Jin - Topic,미분류,58,58,25만,250000,12개,12,2025-04-21 17:50:10,2026-05-09 12:03:46,5.0,0.0,https://www.youtube.com/channel/UCsXazeyi8NYpX3Hx19Z29rw,UCsXazeyi8NYpX3Hx19Z29rw
