channel_id,channel_title,sensitive_score,churn_prob,stagnation_prob,volatility_prob,regularity_score,active_viewer_score,traffic_risk,reputation_risk,fandom_risk,risk,rank
UC29-IlHm6kbDB1ox8GthODw,매탈남,0.0333,0.025,0.863,0.001,0.7741,0.1771,0.278725,0.0333,0.1771,0.282058,A
UCdmPH-DTjL52x5K3lRvHYQw,코아 TV,0.0333,0.003,0.902,0.003,0.779,0.6064,0.28225,0.0333,0.6064,0.456765,C
UCybKp0O2N9sUZOgIm1j2r_w,똘끼100%,0.0333,0.003,0.076,0.993,0.8275,0.6136,0.311125,0.0333,0.6136,0.486208,D
UCSfEgovcmL4kl-wFLlaKKRg,핫식당,0.0333,0.004,0.878,0.0,0.861,0.6104,0.25525,0.0333,0.6104,0.465365,C
UCUiPZ8bEaaMu82iQN9ryf5Q,초아_choa,0.0333,0.257,0.804,0.121,0.5229,0.3619,0.414775,0.0333,0.3619,0.361202,B
UC4KfRmz4_CyaFQ2q-Yk3MFQ,무겐의 냥다큐,0.0333,0.007,0.971,0.005,0.8222,0.181,0.2902,0.0333,0.181,0.30138,A
UCAgvvIOC5K6Vfcecr5y15hw,꽃보다유이,0.0333,0.108,0.08,0.082,0.6606,0.6055,0.15235,0.0333,0.6055,0.361855,B
UCcM_a-QXJmGadKVcl3-cdqg,팝핀현준,0.0333,0.004,0.017,0.984,0.5976,0.6049,0.35185,0.0333,0.6049,0.445615,C
UCNzYaPkki55QOp5u2UPJvzA,왕쥬 Wangju,0.0333,0.037,0.981,0.0,0.6991,0.6041,0.329725,0.0333,0.6041,0.459608,C
UCEqnhWFiZV-ziHD909994gQ,쵸튜브[쵸피],0.0333,0.005,0.892,0.032,0.6314,0.6048,0.3244,0.0333,0.6048,0.4403,C
UC4tDIV3s9TZG0FT30tDflIg,코치 알버트 Coach Albert,0.0333,0.928,0.993,0.995,0.416,0.6122,0.875,0.0333,0.6122,0.66471,F
UCz1lALRICSdUzHRjJVVo9NQ,탕카페TV,0.0333,0.841,0.01,0.071,0.7824,0.603,0.2849,0.0333,0.603,0.45758,C
UCz4CFx4eeELZNReE_Wyit4g,행크TV,0.0333,0.003,0.193,0.051,0.8362,0.3549,0.10269999999999999,0.0333,0.3549,0.28069,A
UCnQRkIhRmXrxGrK4-8n-lVw,똘킹,0.0333,0.003,0.706,0.093,0.7925,0.8716,0.252375,0.0333,0.8716,0.551283,D
UC5qsXOIsLbkEIP4DI7xWOlg,소풍왔니,0.0333,0.006,0.019,0.966,0.6768,0.6132,0.32855,0.0333,0.6132,0.457085,C
UCWaWvDRyhmSKOQWah7t7wuA,일일칠 - 117,0.0333,0.004,0.949,0.263,0.5908,0.3645,0.4063,0.0333,0.3645,0.37498,B
UCzjDgV-G8_J-iRbkYktqyGQ,속삭이는몽자,0.0333,0.022,0.131,0.001,0.7613,0.6106,0.09817500000000001,0.0333,0.6106,0.361982,B
UCd0pqkoWoVbxNH4N3dsetqA,장이나 Ena J,0.0333,0.032,0.943,0.0,0.8543,0.6093,0.280175,0.0333,0.6093,0.475712,D
UCJmnOEp1-OITEU0mk4icM5A,일루전 ILLUSION,0.0333,0.006,0.048,0.914,0.868,0.6147,0.275,0.0333,0.6147,0.47871,D
UC-6FxcmnbyVeZaYc025I_xQ,이지쌤,0.0333,0.063,0.986,0.996,0.67,0.6039,0.59375,0.0333,0.6039,0.584265,F
UCVyhgRCO6WREp3-3dL1-odQ,네이버 NOW.,0.0333,0.858,0.024,0.938,0.3734,0.3653,0.61165,0.0333,0.3653,0.423625,B
UC5QCza-qtDmujX_lzIs9SJw,세부부부,0.0333,0.004,0.986,0.0,0.7738,0.3763,0.30405,0.0333,0.3763,0.374325,B
UCWOPxkftlmCstC5drb9VM_A,실프,0.0333,0.007,0.121,0.0,0.7547,0.6071,0.09332499999999999,0.0333,0.6071,0.356507,B
UCG0JecZ4QvGGfO-asHGhCIA,이루리 ILULIY,0.0333,0.927,0.006,0.975,0.3957,0.6092,0.6280749999999999,0.0333,0.6092,0.534973,D
UCW61wo97HWu_TmmJEOiflrw,Minjeong Park,0.0333,0.017,0.055,0.001,0.8083,0.6057,0.066175,0.0333,0.6057,0.355773,B
UCBI8xZYkJJIec2-gyX7KcpQ,쿠쿠크루 - Cuckoo Crew,0.0333,0.889,0.113,0.074,0.4032,0.6051,0.4182,0.0333,0.6051,0.43027,B
UCWIyB84unq398yADVYW6acA,딩고 푸드,0.0333,0.901,0.004,0.996,0.389,0.8726,0.628,0.0333,0.8726,0.63862,F
UCQ2DWm5Md16Dc3xRwwhVE7Q,EO Korea,0.0333,0.005,0.016,0.833,0.6645,0.6071,0.297375,0.0333,0.6071,0.435982,B
UC5aNQ65ADb02zEJxzb_zmYQ,가전주부,0.0333,0.005,0.298,0.852,0.5413,0.6064,0.40342500000000003,0.0333,0.6064,0.457928,C
UCobtktl5cCEYuAKLSY0vc2w,허팝 게임,0.0333,0.005,0.024,0.925,0.4178,0.6044,0.38405,0.0333,0.6044,0.416565,B
UCnMBn-PNx1M9TLF0s-sEDeQ,Clevr TV [클레버티비],0.0333,0.003,0.946,0.889,0.8335,0.6079,0.501125,0.0333,0.6079,0.580427,F
UCnLeqvS4Rdbl8Mv-AjEWH_w,아누누,0.0333,0.003,0.987,0.0,0.8197,0.6116,0.29257500000000003,0.0333,0.6116,0.474183,C
UCcgkgKhXT6QwdGj9Nr8PBcg,게임대장봉준,0.0333,0.007,0.089,0.0,0.7065,0.8677,0.09737499999999999,0.0333,0.8677,0.450723,C
UCVJT18d9wSCnDUdnJ9ycO7Q,동수칸TV,0.0333,0.003,0.129,0.0,0.8204,0.608,0.0779,0.0333,0.608,0.36558,B
UCFIeZnCOh_7JZAgJB3XaLXw,성명준,0.0333,0.004,0.087,0.001,0.6889,0.6044,0.100775,0.0333,0.6044,0.342703,A
UC6evrYHQFgQjM9xyYgiC-Pg,[규프로TV]김규보프로,0.0333,0.83,0.012,0.847,0.4305,0.6036,0.564625,0.0333,0.6036,0.509707,D
UCcYk_KPZZMLv_bcaSAWSSxA,지식 브런치,0.0333,0.053,0.89,0.004,0.7904,0.3612,0.28915,0.0333,0.3612,0.364985,B
UC6aF-skLT_1X6cdPJxVJXxQ,이루의 마인크래프트,0.0333,0.006,0.362,0.056,0.61,0.8672,0.20350000000000001,0.0333,0.8672,0.47946,D
UC1afpiIuBDcjYlmruAa0HiA,시라유키 히나 SHIRAYUKI HINA,0.0333,0.005,0.219,0.028,0.7571,0.3665,0.123725,0.0333,0.3665,0.276068,A
UCXjOFPPXnUggIvpAD9c2EfQ,억섭호,0.0333,0.943,0.963,0.992,0.4094,0.8702,0.87215,0.0333,0.8702,0.764835,F
UCNoFVMrBZjFbNqtrSbKlgnQ,용두의마블,0.0333,0.051,0.921,0.22,0.3987,0.8725,0.44832500000000003,0.0333,0.8725,0.551168,D
UCXZaTqDKXHmNfKZ1ywhxe0w,진호,0.0333,0.055,0.01,0.795,0.4931,0.6046,0.34172500000000006,0.0333,0.6046,0.414308,B
UC2-VHbcGqGxNRUv0YIekMkA,잇츠뉴 It'sNEW,0.0333,0.005,0.4,0.994,0.4705,0.6079,0.482125,0.0333,0.6079,0.480178,D
UCdZX-lHiBTJNqUD0QlyHInw,광덕아,0.0333,0.063,0.041,0.006,0.8064,0.6162,0.0759,0.0333,0.6162,0.36436,B
UCprxjd4bxAiNAxg947wvrmA,무결의 VR게임,0.0333,0.88,0.043,0.002,0.4877,0.3564,0.359325,0.0333,0.3564,0.322477,A
UCmgKzCmRtNBOMJrzybUQLXg,숫노루 TV,0.0333,0.193,0.085,0.083,0.5511,0.61,0.20247500000000002,0.0333,0.61,0.361343,B
UCmjUMtUw6wXLrsULdxuXWdg,CGV,0.0333,0.062,0.119,0.995,0.527,0.6128,0.41225,0.0333,0.6128,0.461325,C
UCza_sEjIhb1yhvVZEdEl6gA,이태리 파브리 Italy Fabri,0.0333,0.005,0.212,0.004,0.7529,0.606,0.11702499999999999,0.0333,0.606,0.367468,B
UCVWmCRMdvjvxV2NNX-GaUIQ,하알라,0.0333,0.006,0.042,0.04,0.7402,0.8671,0.08695,0.0333,0.8671,0.453695,C
UC6GOiYQCor5ki4IHDfFg-ug,넷플릭스 뽕뽑기 [엘플릭스],0.0333,0.006,0.055,0.961,0.7502,0.8687,0.31795,0.0333,0.8687,0.572335,F
UCZ9vdyLmGse1LRHEY1HNYig,창이의일상,0.0333,0.319,0.989,0.024,0.4,0.6061,0.483,0.0333,0.6061,0.46227,C
UCb7KNFvMuvQz9LPRK4xyzfA,wineking 와인킹,0.0333,0.045,0.002,0.096,0.618,0.3621,0.13125,0.0333,0.3621,0.243295,A
UChmb0fgHo1KTkvZfmER4uJw,괴인천국,0.0333,0.85,0.013,0.058,0.4201,0.8677,0.37522500000000003,0.0333,0.8677,0.518047,D
UCy19QDt1F5PIpkH5IuBj_-w,치트키TV,0.0333,0.006,0.027,0.068,0.6786,0.6099,0.1056,0.0333,0.6099,0.34474,A
UCs_fvcBBfaOP6vAJYeaD-0Q,남보라의 인생극장,0.0333,0.277,0.779,0.981,0.4708,0.6093,0.64155,0.0333,0.6093,0.560525,D
UCIMOljhANgL7AiWzAeVsqzg,팔씨름달인 홍지승,0.0333,0.164,0.82,0.994,0.7151,0.8708,0.565725,0.0333,0.8708,0.688287,F
UCOTJtP0Z9DjpPU43B5m1V6A,[ALTUBE] 김성현TV,0.0333,0.003,0.966,0.187,1.0,0.6054,0.289,0.0333,0.6054,0.51499,D
UCbLispC1ydHSC_69kjZI6hw,비누TV,0.0333,0.004,0.907,0.751,0.6792,0.6039,0.4957,0.0333,0.6039,0.53754,D
UC2PSaEnLp6pyqFCvYvhrZmw,다키포스트 DAKIPOST,0.0333,0.104,0.713,0.728,0.6844,0.6099,0.46514999999999995,0.0333,0.6099,0.525965,D
UChI3EXzhAkRszawlMageKvQ,리춘수 [이천수],0.0333,0.004,0.034,0.009,0.7754,0.6079,0.0679,0.0333,0.6079,0.34929,A
UCC7bElwd29qpkgLo0j3l3Qw,본심,0.0333,0.27,0.02,0.027,0.3861,0.6024,0.23272500000000002,0.0333,0.6024,0.332178,A
UC0YPr7SRdmyrMFvtITxyeFg,인형마스터 쥐작가,0.0333,0.877,0.988,0.967,0.5283,0.6115,0.825925,0.0333,0.6115,0.667968,F
UCSiGNrrL2lAc0-_MfcUUUHA,햇도시락HDSR,0.0333,0.882,0.077,0.0,0.4429,0.8682,0.37902499999999995,0.0333,0.8682,0.525848,D
UC3auHzis8Hm8WI_6UzAs8Zg,조닭발,0.0333,0.012,0.001,0.929,0.6017,0.6069,0.335075,0.0333,0.6069,0.439053,C
UCy--DSUG5drM6PVL3bpESfg,이응oioio,0.0333,0.048,0.948,0.001,0.4728,0.6035,0.38105,0.0333,0.6035,0.428455,B
UCRFYs28Z9DPldhmT-apCfVg,덕출 : DCTVGO,0.0333,0.035,0.728,0.046,0.403,0.6059,0.35150000000000003,0.0333,0.6059,0.39719,B
UCiMq04sS1ijeM0tda9OkuQw,픽셀,0.0333,0.092,0.197,0.011,0.5505,0.8696,0.187375,0.0333,0.8696,0.457483,C
UCiOWYRzOTiUYi9pJ-kscIKw,발없는새,0.0333,0.006,0.848,0.004,0.8008,0.3585,0.2643,0.0333,0.3585,0.35408,A
UCLJs55bZWMsCBPekt3vssoQ,로이조 TV,0.0333,0.892,0.034,0.0,0.8456,,0.2701,0.0333,,,
UCghP93LBNk1EGBr5gFJg20Q,디바걸스,0.0333,0.887,0.803,0.0,0.4802,0.8673,0.55245,0.0333,0.8673,0.621525,F
UCa8ss0P4W2Otce-V-4IXVBw,Sakura Memories,0.0333,0.906,0.849,0.0,0.6812,0.3677,0.51845,0.0333,0.3677,0.454935,C
UCaAeaCKU-dBllPNadsXvQOg,옆집간호사 구슬언니,0.0333,0.008,0.975,0.917,0.6207,0.6092,0.569825,0.0333,0.6092,0.562098,D
UCTj5tCUNhrke6fr_ze0eaFA,유튜붐 YOUTUBOOM,0.0333,0.825,0.001,0.993,0.7222,0.6147,0.5242,0.0333,0.6147,0.56686,F
UCOUpxdk0VyW9DIsmGqezl9g,율이 Yulii,0.0333,0.849,0.995,0.981,0.4292,0.6089,0.8489499999999999,0.0333,0.6089,0.653665,F
UC0z8bddfRBRBmEC-AjI6UXw,지컨,0.0333,0.022,0.965,0.001,0.5251,,0.36572499999999997,0.0333,,,
UCCRGdPlx7Ljl3R5fYC8nP4Q,DDIBOO띠부,0.0333,0.368,0.994,0.99,0.6917,0.6173,0.6650750000000001,0.0333,0.6173,0.630713,F
UCapTz8fBuv-mXaRnmO9_UTQ,팍오티비 POTV,0.0333,0.423,0.031,0.0,0.5075,0.3693,0.236625,0.0333,0.3693,0.271238,A
UCaoqDZPllYXLAH_5OBRLLrw,채코제 Channel Korean Jay,0.0333,0.166,0.052,0.003,0.703,0.6134,0.1295,0.0333,0.6134,0.36419,B
UCRv5biV9lv-yImBR3tj0dIA,잘잘법 :잘 믿고 잘 사는 법,0.0333,0.005,0.112,0.006,0.6778,0.6058,0.11130000000000001,0.0333,0.6058,0.34575,A
UCTQk7LiU-V26XIeHgsbtdJw,웨이채널way channel,0.0333,0.402,0.912,0.033,0.6957,0.6065,0.412825,0.0333,0.6065,0.501267,D
UCRcj0GSaOmDdFukahVS4u1A,뇨리 티브이,0.0333,0.006,0.005,0.913,0.6871,0.6027,0.30922499999999997,0.0333,0.6027,0.445798,C
UCx9XehuwNHLqWPt4U0t0LRA,아모띠 amotti,0.0333,0.027,0.995,0.114,0.7272,0.613,0.35220000000000007,0.0333,0.613,0.48143,D
UCOYC5dyftpdpnb5x2PL-9_A,DesertEagle 데저트이글,0.0333,0.333,0.993,0.989,0.4026,0.6084,0.7281,0.0333,0.6084,0.58639,F
UCaQREsefLy-W8ruWcJ7IDtg,주식초등학교,0.0333,0.003,0.819,0.996,0.8138,0.6068,0.50105,0.0333,0.6068,0.575025,F
UCtCpkkzNnYixE9GEJVaCI8g,JUNGSAEMMOOL,0.0333,0.018,0.277,0.996,0.5004,0.6056,0.44765,0.0333,0.6056,0.469495,C
UCbErjjRiLboO1q0ha-R0OGA,44층 지하던전,0.0333,0.92,0.004,0.044,0.428,0.6058,0.385,0.0333,0.6058,0.42015,B
UC31ypOxFsuU3Q0OFpQzcQ3g,압둘알리과로사,0.0333,0.004,0.902,0.071,0.5709,0.6059,0.351525,0.0333,0.6059,0.439177,C
UCR89iZaBrjes0tINwzWhH4w,고기남자 본캐,0.0333,0.026,0.995,0.906,0.4065,0.6111,0.630125,0.0333,0.6111,0.539457,D
UCETl9S7_tJVExpGWXn3EEJQ,핫쇼츠,0.0333,0.791,0.035,0.04,0.6462,0.8724,0.30495000000000005,0.0333,0.8724,0.541315,D
UCI0FxD0282RxDk193_RJcJg,고알레 GOALE,0.0333,0.007,0.009,0.003,0.5103,0.6027,0.127175,0.0333,0.6027,0.310573,A
UC1u8CrhFa4eHTLgyv3LkE1Q,이익주는 역사,0.0333,0.005,0.994,0.969,0.7182,0.6112,0.56245,0.0333,0.6112,0.583585,F
UCZW0yRW2HK7_fzgL9HQu9ZA,순당무,0.0333,0.025,0.709,0.001,0.6702,0.6077,0.2662,0.0333,0.6077,0.42206,B
UCZVr7RZO2qgaB8LYNwc7kkQ,엉준,0.0333,0.2,0.305,0.989,0.5679,0.3684,0.481525,0.0333,0.3684,0.408428,B
UCKNdfTZCJuOQfWN5Pe5UAAQ,빨강도깨비,0.0333,0.003,0.076,0.135,1.0,0.6114,0.053500000000000006,0.0333,0.6114,0.39964,B
UCIipmgxpUxDmPP-ma3Ahvbw,매경 월가월부,0.0333,0.004,0.745,0.244,0.9052,0.3603,0.27195,0.0333,0.3603,0.384725,B
UCURTcyJvzSLwlMhRWnW2FUA,광산김씨패밀리,0.0333,0.061,0.014,0.846,0.9066,0.3649,0.2536,0.0333,0.3649,0.37774,B
UCZeHMSqeusVpF1hBOtnxIoA,DKTV Daniel,0.0333,0.003,0.935,0.0,1.0,0.6069,0.23450000000000001,0.0333,0.6069,0.48834,D
UC0I-_TJVRKxI8dhz7ZNUWYQ,터닝메카드 갓 - TURNING MECARD GOD OFFICIAL,0.0333,0.004,0.873,0.016,0.6262,0.6029,0.3167,0.0333,0.6029,0.43439,B
UCj9LQu5-mfrf6imcyrnZfug,김레인,0.0333,0.222,0.015,0.0,0.5892,0.6032,0.16195,0.0333,0.6032,0.347885,A
UCR1ctqL11HoxQkbSkoUAYeA,휘바TV,0.0333,0.059,0.281,0.012,0.7113,0.3633,0.160175,0.0333,0.3633,0.281563,A
UCSkpiPo167whNN5sN3swaeQ,안깨남,0.0333,0.063,0.063,0.989,0.7368,0.8743,0.34455,0.0333,0.8743,0.584525,F
UCyTB7UO3_yENs4iuNw7yMLA,토끼예나 [RABBIT],0.0333,0.011,0.271,0.046,0.8708,0.606,0.1143,0.0333,0.606,0.39558,B
UCrCGfHtMds2D53LWYUz2Z1w,박가린 [PARK GARIN],0.0333,0.063,0.978,0.001,0.781,0.6047,0.3152499999999999,0.0333,0.6047,0.473085,C
UCyBYbF0KojAHcpD6Tf0kCQg,이채이,0.0333,0.9,0.784,0.064,0.4392,0.6107,0.5772,0.0333,0.6107,0.52101,D
UC8W1G6KxaibtDVlSjztBDKg,뉴질랜드 시골가족 / 뉴시가 newseega,0.0333,0.051,0.06,0.001,0.8731,0.3766,0.059725,0.0333,0.3766,0.277108,A
UCwMXUGZsBfy7fqbPrAV21pQ,관찰남,0.0333,0.896,0.995,0.095,0.39,0.3696,0.649,0.0333,0.3696,0.44817,C
UCriPmQ2RpvdNSZkMwuOmTnQ,U.M.A.우마,0.0333,0.38,0.951,0.0,0.5715,0.8763,0.439875,0.0333,0.8763,0.591662,F
UC7ok_PMSTIY5Qg4ULxRoSNg,후다닥요리,0.0333,0.008,0.044,0.003,0.5446,0.604,0.12760000000000002,0.0333,0.604,0.31988,A
UCiiC3grOarOVIg5LZgXJnWw,민호타우르스,0.0333,0.831,0.784,0.995,0.5861,0.6067,0.755975,0.0333,0.6067,0.645522,F
UCIuteB_3eGG7s_WvPYeZcOg,별다리 유니버스,0.0267,0.843,0.743,0.921,0.7121,0.8719,0.6987249999999999,0.0267,0.8719,0.753818,F
UCNIam-lUt69PyGWFDRYUuzA,한스 HANS,0.0267,0.006,0.032,0.971,0.6946,0.8733,0.3286,0.0267,0.8733,0.56494,D
UCN-9Ehv9GC5fFwveWWJ3ibg,세바시 인생질문,0.0267,0.005,0.015,0.993,0.6241,0.606,0.347225,0.0267,0.606,0.449708,C
UCPuDvuUhgQffuLn8sYxIEqQ,신박과학,0.0267,0.005,0.934,0.01,0.4402,0.6028,0.37720000000000004,0.0267,0.6028,0.41744,B
UCQ4xRWnQwSFdAMITuPX6mXA,이슬이 Seul TV,0.0267,0.928,0.034,0.01,0.3881,0.6042,0.395975,0.0267,0.6042,0.414363,B
UCKxLXXUTY6bt9Dxuu-pJ4Yw,양감독 ,0.0267,0.003,0.061,0.12,0.7173,0.6074,0.11667499999999999,0.0267,0.6074,0.358293,B
UCJmx95ElUDyDRH6nKQ7qyZg,전은성의 현장이 답이다,0.0267,0.011,0.061,0.0,0.7424,0.3576,0.08240000000000001,0.0267,0.3576,0.24751,A
UCI64Eh_rwWGNDOqrXAcSL8Q,팔숙이 palsook,0.0267,0.006,0.067,0.055,0.868,0.6063,0.065,0.0267,0.6063,0.36969,B
UCL80GnJhSdsw4IHoKRNsC2g,김순렬TV,0.0267,0.003,0.992,0.744,0.7137,0.6062,0.5063249999999999,0.0267,0.6062,0.551737,D
UCQdekhc-rky81G-0Xfng4lg,AUTOSONICS오토소닉스,0.0267,0.882,0.969,0.868,0.4956,0.6106,0.80585,0.0267,0.6106,0.648735,F
UCUXDKiEsZH9Kcad-hksAK7g,홍인규 골프TV,0.0267,0.004,0.01,0.914,0.7442,0.6064,0.29595000000000005,0.0267,0.6064,0.454255,C
UCIy61yOpYrzn9hqI5N2KTzw,INFINITE Official,0.0267,0.006,0.838,0.001,0.6832,,0.29045,0.0267,,,
UCN559lrbV9wt46NwlnPJtPw,韓国オンニAちゃん (会社員J),0.0267,0.008,0.756,0.007,0.7993,0.6052,0.242925,0.0267,0.6052,0.441037,C
UCTnTzaL_7heOCUs63ErMCUA,딘딘은 딘딘,0.0267,0.006,0.158,0.992,0.6987,0.6149,0.364325,0.0267,0.6149,0.480468,D
UCReO0narAXjFs59KFqqtE8g,VIVO TV - 비보티비,0.0267,0.003,0.822,0.794,0.7854,0.6048,0.45840000000000003,0.0267,0.6048,0.54514,D
UCKurJtf5TWo5nrq8nnuvrcg,꽉잡아윤기-Kwakyoongy,0.0267,0.017,0.156,0.116,0.3951,0.6065,0.22347499999999998,0.0267,0.6065,0.330783,A
UCVgmjMddxHEF5VE3MUY_P0g,우유커플 Milk_couple,0.0267,0.003,0.857,0.273,0.7578,0.6143,0.3438,0.0267,0.6143,0.48474,D
UCMKrPB54Da-61S2Obt-S3tw,지식스토리 Knowledge Story,0.0267,0.004,0.012,0.005,0.7012,0.3564,0.07995,0.0267,0.3564,0.235505,A
UCGrVJbZS8vv5PIhL2bNoQkQ,Jina World 지나쌤,0.0267,0.026,0.383,0.983,0.5348,0.6045,0.46429999999999993,0.0267,0.6045,0.48532,D
UCPJ4MfslU2tjw1a8X-0VuVw,UP10TION,0.0267,0.871,0.731,0.0,0.3998,0.1724,0.55055,0.0267,0.1724,0.321855,A
UCQI1VgWKYgVfBUKTTjLz8Rg,스타채널 : the Original,0.0267,0.008,0.799,0.001,0.7394,0.6071,0.26715,0.0267,0.6071,0.438935,C
UCLh1Ar5Rw5UckEFiH8KqVaA,빠퀴2tv,0.0267,0.087,0.994,0.007,0.5878,0.6084,0.37505,0.0267,0.6084,0.455505,C
UCK72hqlUxI_E5VwL4cy8-ww,웅이woongei,0.0267,0.039,0.85,0.0,0.4574,0.3607,0.3579,0.0267,0.3607,0.31525,A
UCVDjIdGqYxRUk-upINopUNQ,쿠킹 프린세스 cooking ,0.0267,0.043,0.023,0.994,0.8092,0.6053,0.3127,0.0267,0.6053,0.47844,D
UCKA_6r3CWC76x_EaFO6jsPA,만개의레시피 10K Recipe,0.0267,0.003,0.027,0.92,0.7631,,0.296725,0.0267,,,
UCRDT8B1dLPjD0I81Xix2Gaw,윤택TV,0.0267,0.004,0.894,0.012,0.679,0.3621,0.30774999999999997,0.0267,0.3621,0.346135,A
UCUR5w0E-jQTOO8Q0FZ4ilYQ,팡이요,0.0267,0.004,0.069,0.701,0.731,0.6064,0.26075000000000004,0.0267,0.6064,0.433355,B
UCJKHQo1jHPwk05qbki69Dew,J Drama,0.0267,0.041,0.053,0.001,0.6015,0.6023,0.12337499999999998,0.0267,0.6023,0.330653,A
UCOkr541W3GBtVwLP0aNpJbw,주둥이방송 쇼츠,0.0267,0.004,0.69,0.964,0.734,0.8714,0.481,0.0267,0.8714,0.65023,F
UCSMHdSnicPErAA4pPmizr4A,강이부부,0.0267,0.007,0.043,0.098,0.7449,0.8665,0.100775,0.0267,0.8665,0.460883,C
UCMZO-3sP1Jty_4q3SIHbUGA,남쌩놈 Nam Ssang,0.0267,0.921,0.265,0.001,0.452,0.3716,0.43374999999999997,0.0267,0.3716,0.356185,B
UCRykAtJOBcxnAJHmSVZhomw,보따,0.0267,0.004,0.851,0.0,0.7725,0.6129,0.270625,0.0267,0.6129,0.451268,C
UCOcwWan9d5h4AmSYq9A5hBQ,미션카파서블(Mission Carpossible),0.0267,0.004,0.941,0.0,0.8377,0.3595,0.276825,0.0267,0.3595,0.369308,B
UCRGsjyoWMDA3uiZ3lMgXplg,Dear.Jerry제리,0.0267,0.234,0.968,0.015,0.7657,0.6068,0.36282499999999995,0.0267,0.6068,0.493228,D
UCObJpvG3_f0P3EuLJCjzT5g,빅페이스 BIGFACE,0.0267,0.028,0.96,0.97,0.6633,0.6127,0.5736749999999999,0.0267,0.6127,0.575412,F
UCHGANTVFPa54LpJ6OcwJq3A,하우투 : 하루를 우리에게 투자한다면,0.0267,0.004,0.006,0.992,0.6871,0.6043,0.328725,0.0267,0.6043,0.455527,C
UCI0wTbIrUvjjpvrpaw-HCEw,it's kathy,0.0267,0.008,0.907,0.0,0.617,0.6054,0.3245,0.0267,0.6054,0.43633,C
UCS1bJuQ8_1KXC86RhPvJexw,쥬니 Juney,0.0267,0.005,0.964,0.933,0.644,0.6055,0.5645,0.0267,0.6055,0.56312,D
UCOaG8Fw9RMy6Qjz-6Oie0ng,갱맘 GBM,0.0267,0.016,0.009,0.85,0.4089,0.6131,0.366525,0.0267,0.6131,0.408398,B
UCSLbd-2R06iv0VtChxERhDA,IT's okay 잇츠 오케이,0.0267,0.006,0.966,0.045,0.7815,0.6028,0.308875,0.0267,0.6028,0.468603,C
UCPpPaYLh7GCIvzoVxHGyw0w,여의도 육퇴클럽,0.0267,0.003,0.089,0.23,1.0,0.6034,0.0805,0.0267,0.6034,0.40928,B
UCVYWNpj0WskPy5rLL8uzHBg,수부해TV subuhae,0.0267,0.003,0.001,0.985,0.8265,0.6078,0.290625,0.0267,0.6078,0.472727,C
UCKp20MpZRmS719n4dS_9hGg,열쓰 10s,0.0267,0.211,0.0,0.993,0.459,0.8667,0.43624999999999997,0.0267,0.8667,0.557225,D
UCI0ELrUDa91NauGqFn1IWow,Saerom Min개코의 오픈스튜디오,0.0267,0.376,0.992,0.971,0.438,0.6046,0.72525,0.0267,0.6046,0.591635,F
UCASXEOh4LJxWdk2hZnsfNYw,고요비koyobi,0.0267,0.138,0.206,0.0,0.791,0.6136,0.13824999999999998,0.0267,0.6136,0.389985,B
UCW945UjEs6Jm3rVNvPEALdg,우정잉,0.0267,0.003,0.157,0.03,0.8339,0.6095,0.089025,0.0267,0.6095,0.374457,B
UCtkO3Stab5a1ujE1dObRKrQ,진짜하늬 Real Hanie,0.0267,0.157,0.011,0.991,0.6198,0.6161,0.38480000000000003,0.0267,0.6161,0.47146,C
UC9JlObZnbOirT4_iyPGrdcw,러너꽃빈,0.0267,0.005,0.734,0.993,0.5994,0.6051,0.53315,0.0267,0.6051,0.536135,D
UC2_hzdvP-j569djTquAed_Q,나나먹방 Nana mukbang,0.0267,0.004,0.186,0.0,0.7299,0.6123,0.115025,0.0267,0.6123,0.362577,B
UChbZEmY6uHbTRHxu5g--c7Q,일타쿠마,0.0267,0.006,0.213,0.014,0.8805,0.6121,0.08812500000000001,0.0267,0.6121,0.386698,B
UChf5RXxS-cldR8Gi2MqlyGQ,박가네의 박씨들 (ぱく家),0.0267,0.274,0.081,0.001,0.7198,0.3723,0.15905000000000002,0.0267,0.3723,0.286065,A
UC98Dpw8CHzoPuEYbL9SnXWQ,M:USB 뮤스비,0.0267,0.424,0.045,0.289,0.8083,,0.237425,0.0267,,,
UChv_AhkfYyQ2IXYQbKsUWsw,심문규,0.0267,0.025,0.076,0.243,0.4306,0.3577,0.22835,0.0267,0.3577,0.242575,A
UC8rM1w44Q-pWl1hTxJC0o2A,왓더펀 What The Fun,0.0267,0.907,0.006,0.012,0.4559,0.6111,0.367275,0.0267,0.6111,0.419722,B
UCiHCmazdsMM9j3Jbqx3p7Ig,김짠부,0.0267,0.058,0.009,0.993,0.7535,0.6117,0.32662500000000005,0.0267,0.6117,0.474038,C
UCiatX-SW7DV9yNrkJujK_tA,썸블리,0.0267,0.049,0.927,0.942,0.6187,0.6052,0.574825,0.0267,0.6052,0.561837,D
UCtn-l7Gro2T2eFMsN11qpeQ,MACHO MAN(마초맨),0.0267,0.188,0.05,0.081,0.7049,0.6098,0.15352500000000002,0.0267,0.6098,0.374578,B
UCtXUm3ABtdm_oK2LZ-Xcnhw,민티저,0.0267,0.034,0.919,0.26,0.7786,0.6146,0.35860000000000003,0.0267,0.6146,0.49746,D
